language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
kumy1244,-,-,-,-,-,t,-,a,-,-,S,-,-,l,a,-
noga1249,-,-,-,-,-,t,-,a,-,-,s,-,-,l,a,-
noga1249,-,-,b,u,-,l,-,a,q,-,t,u,-,r,-,-
kara1464,-,-,-,-,-,-,-,a,-,-,t,-,-,-,-,-
kara1465,-,-,s,-,-,-,-,i,l,-,d,-,-,-,e,-
kara1465,-,-,-,-,-,-,-,a,-,-,t,-,-,-,-,-
kara1467,-,-,-,-,-,-,-,a,-,-,t,-,-,-,-,-
kara1467,-,-,t,a,s,l,-,a,-,-,-,-,-,-,-,-
kara1467,-,-,-,u,-,l,-,a,q,-,t,-,-,-,u,r
kaza1248,-,-,-,-,-,t,-,a,s,-,t,-,-,-,a,-
kaza1248,-,-,-,-,-,l,-,a,q,-,t,-,-,-,u,r
kirg1245,-,-,-,u,-,r,g,u,-,-,t,-,-,-,-,-
kirg1245,-,-,-,-,-,t,-,a,S,-,t,-,-,-,a,-
uigh1240,-,-,-,-,-,-,-,a,-,-,t,-,-,-,-,-
uigh1240,-,-,-,-,-,-,-,-,-,-,t,a,S,l,a,-
bash1264,-,-,-,-,-,-,-,-,-,-,b,E,-,r,-,-
bash1264,-,-,-,u,-,r,x,u,-,-,t,-,-,-,-,-
bash1264,-,-,-,-,-,-,-,-,-,-,t,a,S,l,a,-
nort2686,-,-,-,-,-,t,-,-,S,-,-,-,-,-,e,l
sout2694,-,-,-,-,-,t,-,a,S,-,t,-,-,-,a,-
crim1257,-,-,-,-,-,-,-,a,-,-,t,-,-,-,-,-
gaga1249,-,-,-,-,-,-,-,a,-,-,t,-,-,-,-,-
nort2697,-,-,-,-,-,-,-,a,-,-,t,-,-,-,-,-
turk1304,-,-,-,-,-,-,-,-,-,-,t,a,S,l,a,-
khak1248,-,-,-,-,-,-,-,-,s,-,-,-,-,-,i,l
khak1248,-,-,-,-,-,t,-,a,s,-,t,-,-,-,a,-
shor1247,-,-,-,-,-,-,-,-,S,e,l,-,-,-,-,-
shor1247,-,-,-,-,-,t,-,a,S,-,t,-,-,-,a,-
west2402,-,-,-,-,-,t,-,a,r,-,d,-,-,-,a,-
turk1303,-,-,-,-,-,h,-,a,-,-,t,-,-,-,-,-
tuvi1240,-,-,-,-,-,-,-,o,q,-,t,-,-,-,a,-
tuvi1240,-,-,-,-,-,d,-,a,Z,-,-,-,-,-,a,-
dolg1241,-,-,k,-,-,-,-,e,-,-,s,-,-,-,-,-
dolg1241,-,-,b,u,-,r,-,a,-,-,k,-,-,-,-,-
yaku1245,k,e,b,i,-,-,-,-,-,-,s,-,-,-,-,-
yaku1245,-,-,b,u,-,r,-,a,-,-,X,-,-,-,-,-
chuv1255,-,-,p,e,-,r,-,-,-,-,-,-,-,-,-,-
chuv1255,-,-,-,u,-,v,-,3,-,-,t,-,-,-,-,-
chuv1255,-,-,p,3,-,r,-,a,-,-,X,-,-,-,-,-
