language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
kumy1244,g,e,-,-,l,e,n,t,g,i
noga1249,k,e,-,-,l,e,-,t,k,i
kara1464,k,e,-,-,l,e,-,-,g,e
kara1465,k,e,-,-,l,e,-,-,k,e
kara1467,k,e,-,-,l,e,-,N,k,e
kaza1248,k,e,-,-,l,e,-,N,k,e
kirg1245,k,e,-,-,l,e,-,-,k,e
uigh1240,k,e,-,-,l,E,-,N,k,E
bash1264,k,i,-,-,l,E,-,-,g,E
nort2686,k,e,-,-,l,e,-,t,k,e
sout2694,k,e,-,-,l,e,-,t,k,i
crim1257,k,o,-,-,l,y,-,-,g,e
gaga1249,g,e,-,-,l,-,-,-,g,E
nort2697,k,e,-,-,l,-,-,-,k,E
turk1304,k,e,-,-,l,e,-,-,g,e
khak1248,k,e,-,-,l,e,-,-,k,-
shor1247,k,e,-,-,l,e,-,-,k,-
west2402,k,i,-,-,l,e,-,h,k,e
tuvi1240,X,e,-,-,l,e,-,-,g,e
dolg1241,k,i,-,-,l,i,-,-,k,-
yaku1245,k,i,-,-,l,i,-,-,k,-
chuv1255,-,e,m,e,l,-,-,-,g,e
