language,x1,x2,x3,x4,x5,x6,x7
kumy1244,-,b,i,z,-,-,-
noga1249,-,b,i,z,-,-,-
kara1464,-,b,i,z,-,-,-
kara1465,-,b,i,z,-,-,-
kara1467,-,b,i,z,-,-,-
kaza1248,-,b,i,z,-,-,-
kirg1245,-,b,i,z,-,-,-
uigh1240,-,b,i,z,-,-,-
bash1264,-,b,e,8,-,-,-
nort2686,-,p,i,s,-,-,-
sout2694,-,b,i,s,-,-,-
crim1257,-,b,i,z,-,-,-
gaga1249,-,b,i,z,-,-,-
nort2697,-,b,i,z,-,-,-
turk1304,-,b,i,z,-,-,-
khak1248,-,p,i,s,-,-,-
shor1247,-,p,i,s,-,-,-
sala1264,-,p,i,s,e,r,-
west2402,-,m,3,s,-,-,-
turk1303,-,b,i,z,-,-,-
tuvi1240,-,b,i,s,-,-,-
dolg1241,-,b,i,h,i,g,i
yaku1245,-,b,i,h,i,g,i
chuv1255,e,b,i,r,-,-,-
