language,x1,x2,x3,x4,x5,x6,x7
kumy1244,-,a,-,w,u,z,-
noga1249,-,a,-,w,u,z,-
kara1464,-,a,-,v,u,z,-
kara1465,-,a,-,w,u,z,-
kara1467,-,a,-,w,u,z,-
kaza1248,-,a,-,w,u,z,-
kirg1245,-,-,-,-,o,z,-
uzbe1247,-,o,-,x,i,z,-
uigh1240,-,e,-,x,i,z,-
bash1264,-,a,-,w,u,8,-
midd1325,-,a,-,w,u,z,-
bara1273,-,a,-,w,u,s,-
nort2686,-,a,-,x,u,s,-
sout2694,-,-,-,-,o,s,-
oldu1238,-,a,-,x,u,z,-
gaga1249,-,a,-,-,-,z,-
anat1259,-,a,-,x,u,z,-
crim1257,-,a,-,x,u,z,-
nort2697,-,a,-,x,u,z,-
turk1304,-,a,-,x,u,z,-
sala1264,-,a,-,x,u,z,-
west2402,-,a,-,x,u,s,-
khak1248,-,a,-,-,-,s,-
shor1247,-,a,-,q,-,s,u
midd1324,-,a,-,x,3,s,-
tuvi1240,-,a,-,-,-,s,-
tofa1248,-,a,-,-,-,s,-
turk1303,-,a,-,x,u,z,-
dolg1241,-,a,n,y,a,k,-
yaku1245,-,a,-,y,a,X,-
chuv1255,S,o,-,v,a,r,-
