language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
kumy1244,b,a,z,u,q,b,-,u,-,t,-,-,-,-,-,-
noga1249,-,-,-,-,-,b,-,u,-,t,-,-,-,-,-,-
noga1249,-,-,s,a,n,-,-,-,-,-,-,-,-,-,-,-
noga1249,-,-,y,a,n,b,-,a,-,s,-,-,-,-,-,-
noga1249,-,-,y,a,n,b,-,a,-,s,-,-,-,-,-,-
kara1464,-,-,-,-,-,-,-,-,-,t,-,i,y,-,m,e
kara1464,-,-,-,-,-,b,-,u,-,t,-,-,-,-,-,-
kara1465,b,a,z,u,q,b,-,u,-,t,-,-,-,-,-,-
kara1467,-,-,s,a,n,-,-,-,-,-,-,-,-,-,-,-
kaza1248,-,-,s,a,n,-,-,-,-,-,-,-,-,-,-,-
kirg1245,-,-,s,a,n,-,-,-,-,-,-,-,-,-,-,-
uzbe1247,-,-,s,o,n,-,-,-,-,-,-,-,-,-,-,-
uigh1240,-,-,s,a,n,-,-,-,-,-,-,-,-,-,-,-
bash1264,-,-,-,-,-,b,-,o,-,t,-,-,-,-,-,-
midd1325,-,-,-,-,-,b,-,o,-,t,-,-,-,-,-,-
bara1273,-,-,y,a,n,b,-,a,-,S,-,-,-,-,-,-
bara1273,-,-,y,a,n,b,-,a,-,S,-,-,-,-,-,-
nort2686,-,-,b,u,t,-,-,-,-,-,-,-,-,-,-,-
nort2686,-,n,y,a,n,-,-,-,-,-,-,-,-,-,-,-
sout2694,-,-,j,a,l,m,-,a,-,S,-,-,-,-,-,-
sout2694,-,-,j,a,l,m,-,a,-,S,-,-,-,-,-,-
oldu1238,-,-,-,-,-,-,-,u,-,d,-,-,l,u,q,-
gaga1249,-,-,-,-,-,b,-,u,-,t,-,-,-,-,-,-
anat1259,-,-,-,u,-,y,l,u,-,k,-,-,-,-,-,-
crim1257,-,-,-,-,-,b,-,u,-,t,-,-,-,-,-,-
crim1257,-,-,-,-,-,-,-,-,-,s,-,a,n,-,-,-
nort2697,-,-,-,-,-,b,-,u,-,d,-,-,-,-,-,-
turk1304,-,-,-,-,-,b,-,u,-,t,-,-,-,-,-,-
west2402,-,-,-,-,-,p,-,u,-,t,-,-,-,-,-,-
khak1248,-,-,-,-,-,p,-,u,-,t,-,-,-,-,-,-
shor1247,-,-,-,-,-,-,-,u,s,t,-,u,q,-,-,-
midd1324,-,-,-,-,-,p,-,u,-,t,-,-,-,-,-,-
midd1324,-,-,-,-,-,-,-,-,-,t,S,a,n,-,-,-
tuvi1240,-,-,d,e,N,m,-,e,-,k,-,-,-,-,-,-
tofa1248,-,-,-,-,-,b,-,u,-,t,-,-,-,-,-,-
turk1303,-,-,-,-,-,b,-,u,-,t,-,-,-,-,-,-
dolg1241,-,-,-,-,-,b,-,u,-,t,-,-,-,-,-,-
yaku1245,-,-,-,u,-,l,-,u,-,k,-,-,-,-,-,-
yaku1245,-,-,-,-,-,b,-,u,-,t,-,-,-,-,-,-
