language,x1,x2,x3,x4,x5,x6
kumy1244,-,y,i,r,e,k
noga1249,-,y,i,r,e,k
kara1464,-,y,i,r,e,k
kara1465,-,j,i,r,e,k
kara1467,-,Z,i,r,e,k
kaza1248,-,Z,i,r,e,k
kirg1245,-,j,i,r,e,k
uigh1240,-,Z,i,r,E,k
bash1264,-,y,e,r,E,k
nort2686,t,S,i,r,e,k
sout2694,-,j,i,r,e,k
crim1257,-,y,i,r,e,k
gaga1249,-,-,i,r,e,k
nort2697,-,-,i,r,E,k
turk1304,-,y,i,r,e,k
khak1248,t,S,i,r,e,k
shor1247,t,S,i,r,e,k
sala1264,-,y,i,r,i,g
west2402,-,y,i,r,e,k
turk1303,-,y,i,r,E,k
tuvi1240,t,S,i,r,e,k
dolg1241,-,h,i,r,e,k
yaku1245,-,s,i,r,e,X
chuv1255,t,S,i,r,e,-
