language,x1,x2,x3,x4,x5,x6,x7
kumy1244,-,S,-,-,i,S,-
noga1249,-,s,-,-,i,s,-
kara1464,-,s,-,-,i,s,-
kara1465,-,k,-,-,e,b,-
kara1467,-,-,-,-,i,s,-
kaza1248,-,-,-,-,i,s,-
kirg1245,-,S,-,-,i,S,-
uzbe1247,-,S,-,-,i,S,-
uigh1240,-,-,-,-,i,S,E
bash1264,-,S,-,-,e,S,-
midd1325,-,S,-,-,e,S,-
nort2686,-,k,-,-,e,p,-
nort2686,-,t,-,-,i,Z,i
sout2694,-,t,-,-,i,Z,i
oldu1238,-,s,-,-,u,S,-
gaga1249,-,S,-,-,i,S,-
anat1259,-,S,-,-,i,S,-
crim1257,-,S,-,-,i,S,-
nort2697,-,S,-,-,i,S,-
turk1304,t,S,-,-,i,S,-
west2402,-,s,-,-,u,z,-
khak1248,-,s,-,-,i,s,-
shor1247,-,S,-,-,i,S,-
midd1324,-,k,o,p,y,-,-
tuvi1240,-,-,-,-,u,S,-
tofa1248,-,-,-,-,u,S,-
turk1303,-,S,-,-,u,S,-
yaku1245,-,-,-,-,i,s,-
chuv1255,-,S,-,-,u,S,-
