language,x1,x2,x3,x4,x5
kumy1244,t,-,a,r,t
noga1249,t,-,a,r,t
kara1464,t,-,a,r,t
kara1465,t,-,a,r,t
kara1467,t,-,a,r,t
kaza1248,t,-,a,r,t
kirg1245,t,-,a,r,t
uzbe1247,t,-,o,r,t
uigh1240,t,-,a,r,t
bash1264,t,-,a,r,t
midd1325,t,-,a,r,t
bara1273,t,-,a,r,t
nort2686,t,-,a,r,t
sout2694,t,-,a,r,t
oldu1238,t,-,a,r,t
gaga1249,t,S,e,-,k
anat1259,t,S,e,-,k
crim1257,t,S,e,-,k
crim1257,t,-,a,r,t
nort2697,t,S,E,-,k
turk1304,t,S,e,-,k
turk1304,d,-,a,r,t
sala1264,t,-,a,-,t
west2402,t,-,a,r,t
khak1248,t,-,a,r,t
shor1247,t,-,a,r,t
midd1324,t,-,a,r,t
tuvi1240,t,-,u,r,t
tofa1248,t,-,u,r,t
turk1303,t,S,E,-,k
dolg1241,t,-,a,r,t
yaku1245,t,-,a,r,t
chuv1255,t,-,u,r,t
