language,x1,x2,x3
kumy1244,b,i,r
noga1249,b,i,r
kara1464,b,i,r
kara1465,b,i,r
kara1467,b,i,r
kaza1248,b,i,r
kirg1245,b,i,r
uigh1240,b,i,r
bash1264,b,e,r
nort2686,p,i,r
sout2694,b,i,r
crim1257,b,i,r
gaga1249,b,i,r
nort2697,b,i,r
turk1304,b,i,r
khak1248,p,i,r
shor1247,p,i,r
sala1264,b,i,r
west2402,p,e,r
turk1303,b,i,-
tuvi1240,b,i,r
dolg1241,b,i,r
yaku1245,b,i,r
chuv1255,p,i,r
