language,x1,x2,x3,x4,x5,x6,x7
kumy1244,b,-,o,y,-,u,n
noga1249,m,-,o,y,-,u,n
kara1464,b,-,o,y,-,u,n
kara1465,b,-,o,y,-,u,n
kara1467,m,-,o,y,-,u,n
kaza1248,m,-,o,y,-,u,n
kirg1245,m,-,o,y,-,u,n
uigh1240,b,-,o,y,-,u,n
bash1264,m,-,u,y,-,u,n
nort2686,m,-,o,y,-,u,n
sout2694,m,-,o,y,-,u,n
crim1257,b,-,o,y,-,u,n
gaga1249,b,-,o,y,-,u,n
nort2697,b,-,o,y,-,u,n
turk1304,b,-,o,y,-,u,n
khak1248,m,-,o,y,-,u,n
shor1247,m,-,o,y,-,u,n
sala1264,p,-,o,i,n,u,-
west2402,m,-,o,-,-,i,n
turk1303,b,-,-,-,-,u,n
tuvi1240,m,-,o,y,-,u,n
dolg1241,m,u,o,y,-,-,-
yaku1245,m,-,o,y,-,-,-
chuv1255,m,-,o,y,-,-,-
