language,x1,x2,x3
kumy1244,k,i,m
noga1249,k,i,m
kara1464,k,i,m
kara1465,k,i,m
kara1467,k,i,m
kaza1248,k,i,m
kirg1245,k,i,m
uzbe1247,k,i,m
uigh1240,k,i,m
bash1264,k,e,m
midd1325,k,e,m
bara1273,k,i,m
nort2686,k,e,m
sout2694,k,e,m
oldu1238,k,e,m
gaga1249,k,i,m
anat1259,k,i,m
crim1257,k,i,m
nort2697,k,i,m
turk1304,k,i,m
sala1264,k,e,m
west2402,k,i,m
khak1248,k,e,m
shor1247,k,e,m
midd1324,k,i,m
tuvi1240,q,u,m
tofa1248,q,u,m
turk1303,k,i,m
dolg1241,k,i,m
yaku1245,k,i,m
chuv1255,k,a,m
