language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
kumy1244,-,-,-,q,a,y,u,-,-,r,-,-
kumy1244,-,-,-,X,-,-,u,-,-,m,-,-
noga1249,-,-,-,q,a,y,u,-,-,r,-,-
noga1249,-,-,-,q,-,-,u,-,-,m,-,-
kara1464,-,-,-,k,-,-,u,-,-,m,-,-
kara1465,-,-,-,q,-,-,u,-,-,m,-,-
kara1467,-,-,-,q,-,-,u,-,-,m,-,-
kaza1248,-,-,-,q,-,-,u,-,-,m,-,-
kirg1245,-,-,-,q,-,-,u,-,-,m,-,-
uigh1240,-,-,-,q,-,-,u,-,-,m,-,-
bash1264,-,-,-,q,-,-,o,-,-,m,-,-
nort2686,-,-,-,q,-,-,u,v,a,q,-,-
crim1257,-,-,-,q,-,-,u,-,-,m,-,-
gaga1249,-,-,-,k,-,-,u,-,-,m,-,-
nort2697,-,-,-,G,-,-,u,-,-,m,-,-
turk1304,t,S,E,g,-,-,e,-,-,-,-,-
khak1248,-,-,-,X,-,-,u,-,-,m,-,-
shor1247,-,-,-,q,-,-,u,-,-,m,a,q
sala1264,-,-,-,k,-,-,u,-,-,m,-,-
west2402,-,-,-,q,-,-,u,-,-,m,-,-
dolg1241,-,-,-,k,-,-,u,-,-,m,a,k
yaku1245,-,-,-,k,-,-,u,-,-,m,a,X
chuv1255,-,-,-,X,-,-,3,-,-,y,3,r
