language,x1,x2
kumy1244,m,a
noga1249,m,a
kara1464,m,a
kara1465,m,a
kara1467,m,a
kaza1248,m,a
kirg1245,b,a
uzbe1247,m,a
uigh1240,m,a
bash1264,m,a
midd1325,m,a
bara1273,m,a
nort2686,b,a
sout2694,m,a
oldu1238,m,a
gaga1249,m,a
anat1259,m,a
crim1257,m,a
nort2697,m,a
turk1304,m,a
sala1264,m,a
west2402,m,a
khak1248,b,a
shor1247,p,a
midd1324,b,a
tuvi1240,m,a
tofa1248,b,a
turk1303,m,a
dolg1241,b,a
yaku1245,m,a
chuv1255,m,a
