language,x1,x2,x3,x4,x5,x6
kumy1244,-,b,-,a,r,-
noga1249,-,b,-,a,r,-
kara1464,-,k,-,e,t,-
kara1464,-,b,-,a,r,-
kara1465,-,b,-,a,r,-
kara1467,-,k,-,e,t,-
kara1467,-,b,-,a,r,-
kaza1248,-,k,-,e,t,-
kaza1248,-,b,-,a,r,-
kirg1245,-,j,-,i,r,i
kirg1245,-,b,-,a,r,-
uigh1240,-,b,-,a,r,-
bash1264,-,k,-,i,t,-
bash1264,-,b,-,a,r,-
nort2686,-,p,-,a,r,-
sout2694,-,b,-,a,r,-
crim1257,-,k,-,e,t,-
crim1257,-,b,-,a,r,-
gaga1249,-,g,-,i,t,-
nort2697,-,g,y,e,t,-
turk1304,-,g,-,i,t,-
turk1304,-,b,-,a,r,-
khak1248,-,p,-,a,r,-
shor1247,-,p,-,a,r,-
sala1264,-,b,-,a,r,-
west2402,-,p,-,a,r,-
turk1303,-,v,-,a,r,-
tuvi1240,t,S,-,o,r,u
tuvi1240,-,b,-,a,r,-
dolg1241,-,b,-,a,r,-
yaku1245,-,b,-,a,r,-
chuv1255,-,p,-,u,r,-
