language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
kumy1244,-,y,a,-,X,S,u,-,-,-
noga1249,i,y,-,-,g,-,i,-,-,-
noga1249,-,y,a,-,X,S,u,-,-,-
kara1464,-,y,a,-,X,S,u,-,-,-
kara1465,-,-,i,-,g,-,i,-,-,-
kara1465,-,-,a,S,X,-,u,-,-,-
kara1467,-,Z,a,-,q,s,u,-,-,-
kaza1248,-,Z,a,-,q,s,u,-,-,-
kirg1245,-,j,a,-,q,S,u,-,-,-
uigh1240,-,y,a,-,X,S,u,-,-,-
bash1264,-,y,a,-,q,S,u,-,-,-
nort2686,-,j,a,-,q,S,u,-,-,-
sout2694,-,j,a,-,X,S,u,-,-,-
crim1257,e,y,-,-,-,-,i,-,-,-
crim1257,-,y,a,-,X,S,u,-,-,-
gaga1249,i,y,-,-,-,-,i,-,-,-
nort2697,-,y,a,-,X,S,u,-,-,-
turk1304,-,y,a,-,G,S,u,-,-,-
khak1248,t,S,a,-,X,s,u,-,-,-
shor1247,t,S,a,-,q,S,u,-,-,-
sala1264,-,y,a,-,X,S,i,-,-,-
west2402,-,y,a,-,X,S,u,-,-,-
tuvi1240,-,-,e,-,k,-,i,-,-,-
dolg1241,-,i,-,-,t,S,i,g,e,y
yaku1245,-,i,-,-,t,S,i,g,e,y
