language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
kumy1244,-,-,-,o,-,l,a,r,-,-
noga1249,-,-,-,o,-,l,a,r,-,-
kara1464,-,-,-,a,-,l,a,r,-,-
kara1465,-,-,-,a,-,l,a,-,-,-
kara1467,-,-,-,o,-,l,a,r,-,-
kaza1248,-,-,-,o,-,l,a,r,-,-
kirg1245,-,-,-,a,-,l,a,r,-,-
uzbe1247,-,-,-,u,-,l,a,r,-,-
uigh1240,-,-,-,u,-,l,a,r,-,-
bash1264,-,-,-,u,-,l,a,r,-,-
midd1325,-,-,-,a,-,l,a,r,-,-
nort2686,-,-,-,u,-,l,a,r,-,-
sout2694,-,-,-,o,-,l,o,r,-,-
oldu1238,-,-,-,o,-,l,a,r,-,-
gaga1249,-,-,-,o,-,n,a,r,-,-
anat1259,-,-,-,o,n,l,a,r,-,-
crim1257,-,-,-,o,-,l,a,r,-,-
nort2697,-,-,-,o,n,l,a,r,-,-
turk1304,-,-,-,o,-,l,a,r,-,-
sala1264,v,-,-,u,-,l,a,r,-,-
west2402,q,-,-,o,-,l,a,r,-,-
khak1248,-,-,-,o,-,l,a,r,-,-
shor1247,-,-,-,u,-,l,a,r,-,-
midd1324,-,-,-,o,-,l,a,r,-,-
tuvi1240,-,-,-,o,-,l,a,r,-,-
tofa1248,-,-,-,o,-,l,a,r,u,N
turk1303,-,-,-,o,-,l,a,r,-,-
dolg1241,g,i,n,i,-,l,e,r,-,-
yaku1245,k,i,n,i,-,l,e,r,-,-
chuv1255,-,-,-,-,-,v,e,z,e,m
