language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
kumy1244,-,-,-,-,y,a,S,-,-,-,a,-,-,-
noga1249,-,-,-,-,y,a,S,-,-,-,a,-,-,-
kara1464,t,i,r,i,l,-,-,-,-,-,-,-,-,-
kara1465,-,-,-,-,j,a,S,-,-,-,a,-,-,-
kara1467,-,-,-,-,Z,a,s,-,-,-,a,-,-,-
kirg1245,-,-,-,-,j,a,S,-,-,-,a,-,-,-
uzbe1247,-,-,-,-,y,a,S,-,-,-,a,-,-,-
uigh1240,-,-,-,-,y,a,S,-,-,-,a,-,-,-
bash1264,-,-,-,-,y,E,S,-,-,-,E,-,-,-
midd1325,-,-,-,-,y,E,S,-,-,-,E,-,-,-
bara1273,-,-,-,-,i,e,S,-,-,-,E,-,-,-
nort2686,-,-,-,-,t,-,S,-,-,-,u,r,t,a
nort2686,-,-,-,-,t,-,S,-,-,-,a,-,t,-
sout2694,-,-,-,-,j,-,-,-,-,-,a,-,t,-
oldu1238,-,-,-,-,y,a,S,-,-,-,a,-,-,-
gaga1249,-,-,-,-,y,a,S,-,-,-,a,-,-,-
anat1259,-,-,-,-,y,a,S,-,-,-,a,-,-,-
crim1257,-,-,-,-,y,a,S,-,-,-,a,-,-,-
nort2697,-,-,-,-,y,a,S,-,-,-,a,-,-,-
turk1304,-,-,-,-,y,a,S,-,-,-,a,-,-,-
sala1264,-,-,-,-,y,a,S,-,-,-,a,-,-,-
west2402,-,-,-,-,y,a,s,-,-,-,a,-,-,-
khak1248,-,-,-,-,t,-,S,u,r,t,a,-,-,-
shor1247,-,-,-,-,t,-,S,a,-,t,-,-,-,-
midd1324,-,-,-,-,t,-,S,u,r,t,a,-,-,-
tuvi1240,-,-,-,-,t,-,S,u,r,t,a,-,-,-
tofa1248,-,-,-,-,t,-,S,e,r,l,E,-,-,-
dolg1241,-,-,-,-,-,o,l,-,-,-,o,-,r,-
yaku1245,-,-,-,-,-,o,l,-,-,-,o,-,r,-
chuv1255,-,-,-,-,p,u,r,-,-,-,3,-,n,-
