language,x1,x2,x3,x4,x5,x6
kumy1244,-,-,i,s,i,-
kumy1244,-,y,u,l,u,-
noga1249,-,y,u,l,u,-
kara1464,-,-,i,s,i,-
kara1464,-,y,u,l,u,-
kara1465,-,j,u,l,u,-
kara1467,-,Z,u,l,u,-
kaza1248,-,Z,u,l,u,-
kirg1245,-,j,u,l,u,-
uzbe1247,-,-,i,s,i,q
uzbe1247,-,-,i,l,i,q
uigh1240,-,-,i,l,i,q
bash1264,-,y,u,l,u,-
midd1325,-,j,u,l,u,-
nort2686,-,y,u,l,u,x
sout2694,-,j,u,l,u,-
oldu1238,-,y,u,l,u,x
gaga1249,-,s,u,j,a,k
anat1259,-,-,u,l,u,k
crim1257,-,s,u,j,a,q
turk1304,-,y,u,l,u,-
sala1264,-,-,u,s,u,-
west2402,-,y,i,l,u,x
khak1248,t,S,u,l,u,x
shor1247,t,S,u,l,u,x
midd1324,t,S,3,l,3,x
tuvi1240,t,S,u,l,u,x
tofa1248,t,S,u,l,u,x
turk1303,-,h,i,s,i,-
dolg1241,-,-,i,t,i,-
yaku1245,-,s,u,l,a,s
chuv1255,-,-,3,Z,3,-
