language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
kumy1244,-,-,-,-,-,s,-,-,u,-,-,w,-,-,-,-,-,-
noga1249,-,-,-,-,-,s,-,-,u,-,-,w,-,-,-,-,-,-
kara1464,-,y,i,v,i,s,-,-,-,-,-,-,-,-,-,-,-,-
kara1464,-,y,-,-,a,S,-,-,-,-,-,-,-,-,-,-,-,-
kara1465,-,-,-,-,-,j,-,-,i,-,-,b,-,-,i,g,e,n
kara1465,-,-,-,-,-,s,-,-,u,-,-,-,-,-,-,-,-,-
kara1467,-,-,-,-,-,h,-,-,e,-,-,l,-,-,-,-,-,-
kaza1248,-,-,-,-,-,s,-,-,u,-,-,-,-,-,-,-,-,-
kirg1245,-,-,-,-,-,s,-,-,u,-,-,-,-,-,-,-,-,-
uigh1240,-,-,-,-,-,h,-,-,e,-,-,l,-,-,-,-,-,-
bash1264,e,w,-,-,e,S,-,-,-,-,-,-,-,-,-,-,-,-
nort2686,-,-,-,-,-,y,-,-,i,b,i,g,-,-,-,-,-,-
nort2686,-,-,-,-,-,s,-,-,u,-,-,x,-,-,-,-,-,-
sout2694,-,-,-,-,-,s,-,-,u,-,-,l,-,-,u,-,-,-
crim1257,-,-,-,-,-,s,u,l,a,-,-,q,-,-,-,-,-,-
gaga1249,-,-,-,-,-,-,-,y,a,-,-,S,-,-,-,-,-,-
nort2697,-,-,-,-,-,-,-,y,a,-,-,S,-,-,-,-,-,-
turk1304,-,-,-,-,-,-,-,-,e,-,-,l,-,-,-,-,-,-
khak1248,-,-,-,-,-,-,-,-,e,-,-,l,-,-,-,-,-,-
shor1247,-,-,-,-,-,-,-,-,e,-,-,l,-,-,-,-,-,-
sala1264,o,y,-,-,-,S,-,-,i,-,-,-,-,-,-,-,-,-
west2402,-,-,-,-,-,S,-,-,u,-,-,d,-,-,u,q,-,-
turk1303,-,-,-,-,-,h,-,-,e,-,-,l,-,-,-,-,-,-
tuvi1240,-,-,-,-,-,-,-,-,e,-,-,l,-,-,-,-,-,-
dolg1241,-,-,-,-,n,y,-,-,u,-,-,l,t,S,a,g,a,y
yaku1245,-,-,-,-,-,-,-,-,i,-,-,n,t,S,e,x,e,y
