language,x1,x2,x3,x4
kumy1244,e,-,k,i
noga1249,e,-,k,i
kara1464,e,-,k,i
kara1465,e,-,k,i
kara1467,e,-,k,i
kaza1248,e,-,k,i
kirg1245,e,-,k,i
uigh1240,i,-,k,i
bash1264,i,-,k,e
nort2686,e,-,k,i
sout2694,e,-,k,i
crim1257,e,-,k,i
gaga1249,i,-,k,i
nort2697,i,-,k,i
turk1304,i,-,k,i
khak1248,i,-,k,i
shor1247,i,y,g,i
sala1264,i,S,k,i
west2402,i,S,k,e
turk1303,E,-,k,i
tuvi1240,i,-,y,i
dolg1241,i,-,k,i
yaku1245,i,-,k,i
chuv1255,i,-,k,i
