language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
kumy1244,-,s,-,-,i,-,-,z,-,-,-
noga1249,-,s,-,-,i,-,-,z,-,-,-
kara1464,-,s,-,-,i,-,-,z,-,-,-
kara1465,-,s,-,-,i,-,-,z,-,-,-
kara1467,-,s,-,-,i,-,-,z,-,-,-
kaza1248,-,s,-,-,i,-,-,z,d,e,r
kirg1245,-,s,-,-,i,-,-,-,l,e,r
uzbe1247,-,s,-,-,i,-,-,z,l,a,r
uigh1240,-,s,-,-,i,-,-,z,-,-,-
bash1264,-,h,-,-,e,-,-,8,-,-,-
midd1325,-,s,-,-,e,-,-,z,-,-,-
bara1273,-,s,-,-,i,l,E,r,-,-,-
nort2686,-,s,-,l,e,-,-,r,-,-,-
sout2694,-,s,-,l,e,-,-,r,-,-,-
oldu1238,-,s,-,-,i,-,-,z,-,-,-
gaga1249,-,s,-,-,i,-,-,z,-,-,-
anat1259,-,s,-,-,i,-,-,z,-,-,-
crim1257,-,s,-,-,i,-,-,z,-,-,-
nort2697,-,s,-,-,i,-,-,z,-,-,-
turk1304,-,s,-,-,i,-,-,z,-,-,-
sala1264,-,s,e,l,e,-,-,r,-,-,-
west2402,-,s,-,-,i,l,e,r,-,-,-
khak1248,-,s,-,-,i,r,e,r,-,-,-
shor1247,-,s,-,-,i,l,e,r,-,-,-
midd1324,-,s,-,-,i,l,E,r,-,-,-
tuvi1240,-,s,-,-,i,l,e,r,-,-,-
tofa1248,-,s,-,-,i,l,E,r,-,-,-
turk1303,-,s,-,-,i,-,-,z,-,-,-
dolg1241,-,-,-,-,e,-,-,n,-,-,-
yaku1245,e,h,-,-,i,-,-,g,-,i,-
chuv1255,e,z,-,-,i,-,-,r,-,-,-
