language,x1,x2,x3,x4,x5,x6
kumy1244,-,a,t,-,a,-
noga1249,-,a,t,-,a,-
kara1464,-,a,t,-,a,-
kara1465,-,a,t,-,a,-
kara1467,-,a,t,-,a,-
kaza1248,-,E,k,-,e,-
kirg1245,-,a,t,-,a,-
uzbe1247,-,o,t,-,a,-
uigh1240,-,a,t,-,a,-
bash1264,-,a,t,-,a,-
midd1325,-,a,t,-,a,-
bara1273,-,a,t,-,a,-
nort2686,-,a,d,-,a,-
sout2694,-,a,d,-,a,-
oldu1238,-,-,q,-,a,N
gaga1249,b,o,b,-,a,-
anat1259,b,a,b,-,a,-
crim1257,b,a,b,-,a,-
nort2697,-,a,t,-,a,-
turk1304,-,a,t,-,a,-
sala1264,-,a,p,-,a,-
west2402,-,a,t,S,a,-
khak1248,p,a,b,-,a,-
shor1247,-,a,b,-,a,-
shor1247,-,a,d,-,a,-
midd1324,-,a,d,-,a,-
tuvi1240,-,a,d,-,a,-
tofa1248,-,a,t,-,a,-
turk1303,b,o,b,-,a,-
dolg1241,-,a,g,-,a,-
yaku1245,-,a,x,-,a,-
chuv1255,-,a,t,-,e,-
