language,x1,x2,x3
kumy1244,q,a,n
noga1249,q,a,n
kara1464,k,a,n
kara1465,q,a,n
kara1467,q,a,n
kaza1248,q,a,n
kirg1245,q,a,n
uigh1240,q,a,n
bash1264,q,a,n
nort2686,q,a,n
sout2694,q,a,n
crim1257,q,a,n
gaga1249,k,a,n
nort2697,G,a,n
turk1304,G,a,n
khak1248,X,a,n
shor1247,q,a,n
sala1264,q,a,n
west2402,q,a,n
turk1303,q,a,n
tuvi1240,X,a,n
dolg1241,k,a,n
yaku1245,X,a,n
chuv1255,y,u,n
