language,x1,x2,x3,x4
kumy1244,q,a,r,a
noga1249,q,a,r,a
kara1464,k,a,r,a
kara1465,q,a,r,a
kara1467,q,a,r,a
kaza1248,q,a,r,a
kirg1245,q,a,r,a
uzbe1247,q,o,r,a
uigh1240,q,a,r,a
bash1264,q,a,r,a
midd1325,q,a,r,a
bara1273,q,a,r,a
nort2686,q,a,r,a
sout2694,q,a,r,a
oldu1238,q,a,r,a
gaga1249,k,a,r,a
anat1259,k,a,r,a
crim1257,q,a,r,a
nort2697,G,a,r,a
turk1304,G,a,r,a
sala1264,q,a,r,a
west2402,q,a,r,a
khak1248,X,a,r,a
shor1247,q,a,r,a
midd1324,q,a,r,a
tuvi1240,q,a,r,a
tofa1248,q,a,r,a
turk1303,q,a,r,a
dolg1241,k,a,r,a
yaku1245,X,a,r,a
chuv1255,X,u,r,a
