language,x1,x2,x3,x4,x5
kumy1244,a,n,-,a,-
noga1249,a,n,-,a,-
kara1464,a,n,-,a,-
kara1465,a,n,-,a,-
kara1467,a,n,-,a,-
kaza1248,a,n,-,a,-
kirg1245,e,n,-,e,-
uzbe1247,o,n,-,a,-
uigh1240,a,n,-,a,-
bash1264,E,s,-,E,-
bash1264,i,n,-,E,-
midd1325,a,n,-,a,-
bara1273,e,n,-,E,-
nort2686,i,t,S,e,-
nort2686,e,n,-,e,-
sout2694,e,n,-,e,-
oldu1238,-,-,-,e,g
gaga1249,a,n,-,a,-
anat1259,a,n,-,e,-
crim1257,a,n,-,a,-
nort2697,a,n,-,a,-
turk1304,e,n,-,e,-
sala1264,i,j,-,E,-
west2402,a,n,-,a,-
khak1248,i,j,-,e,-
shor1247,i,t,S,e,-
shor1247,e,n,-,e,-
midd1324,i,j,-,E,m
tuvi1240,i,y,-,e,-
tofa1248,i,h,-,e,-
dolg1241,i,n,y,e,-
yaku1245,i,y,-,e,-
chuv1255,a,n,-,e,-
