language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
kumy1244,-,-,-,-,s,o,l,-,-,-,-,-
noga1249,-,-,-,-,s,o,l,-,-,-,-,-
kara1464,-,-,-,-,s,o,n,-,-,-,-,-
kara1465,-,-,-,-,s,o,l,-,-,-,-,-
kaza1248,-,-,-,-,s,o,l,-,-,-,-,-
kirg1245,-,-,-,-,s,o,l,-,-,-,-,-
uigh1240,-,-,-,-,s,o,l,-,-,-,-,-
bash1264,-,-,-,-,h,u,l,-,-,-,-,-
midd1325,-,-,-,-,s,u,l,-,-,-,-,-
bara1273,-,-,-,-,s,o,l,-,-,-,-,-
nort2686,-,-,-,-,s,o,l,-,-,-,-,-
sout2694,-,-,-,-,s,o,l,-,-,-,-,-
oldu1238,-,-,-,-,s,o,l,-,-,-,-,-
gaga1249,-,-,-,-,s,o,l,t,a,r,a,f
anat1259,-,-,-,-,s,o,l,-,-,-,-,-
crim1257,-,-,-,-,s,o,l,-,-,-,-,-
nort2697,-,-,-,-,s,o,l,-,-,-,-,-
west2402,-,-,-,-,s,o,l,-,-,-,-,-
khak1248,-,-,-,-,s,o,l,-,-,-,-,-
shor1247,-,-,-,-,s,o,l,-,-,-,-,-
midd1324,-,-,-,-,s,o,l,-,-,-,-,-
dolg1241,k,a,N,a,s,-,-,-,-,-,-,-
yaku1245,X,a,N,a,s,-,-,-,-,-,-,-
