language,x1,x2,x3,x4,x5,x6
kumy1244,-,y,a,N,-,u
noga1249,-,y,a,N,-,u
kara1464,-,y,a,n,x,u
kara1465,-,j,a,N,-,u
kara1467,-,Z,a,N,-,a
kaza1248,-,Z,a,N,-,a
kirg1245,-,j,a,N,-,u
uigh1240,-,y,e,N,-,i
bash1264,-,y,a,N,-,u
midd1325,-,y,a,N,-,a
bara1273,-,y,a,N,-,a
nort2686,n,y,a,N,-,u
sout2694,-,j,a,N,-,u
oldu1238,-,y,a,N,-,u
gaga1249,-,y,e,n,-,i
anat1259,-,y,e,n,-,i
crim1257,-,y,a,N,-,u
nort2697,-,y,e,n,-,i
sala1264,-,y,a,N,-,u
west2402,-,y,a,N,-,u
khak1248,n,-,a,-,-,-
shor1247,n,-,a,-,-,-
midd1324,n,y,a,-,-,-
tofa1248,n,y,a,-,-,-
turk1303,-,y,E,N,g,i
dolg1241,-,h,a,N,-,a
yaku1245,-,s,a,N,-,a
chuv1255,-,S,i,n,-,i
