language,x1,x2,x3,x4,x5,x6,x7,x8
kumy1244,-,-,-,b,a,l,u,q
noga1249,-,-,-,b,a,l,u,q
kara1464,-,-,-,b,a,l,u,k
kara1465,t,S,a,b,a,-,-,q
kara1467,-,-,-,b,a,l,u,q
kaza1248,-,-,-,b,a,l,u,q
kirg1245,-,-,-,b,a,l,u,q
uzbe1247,-,-,-,b,a,l,i,q
uigh1240,-,-,-,b,e,l,i,q
bash1264,-,-,-,b,a,l,u,q
midd1325,-,-,-,b,a,l,u,q
bara1273,-,-,-,b,a,l,u,q
nort2686,-,-,-,b,a,l,u,q
sout2694,-,-,-,b,a,l,u,q
oldu1238,-,-,-,b,a,l,u,q
gaga1249,-,-,-,b,a,l,u,k
anat1259,-,-,-,b,a,l,u,q
crim1257,-,-,-,b,a,l,u,q
nort2697,-,-,-,b,a,l,u,G
turk1304,-,-,-,b,a,l,u,q
sala1264,-,-,-,b,a,l,u,X
khak1248,-,-,-,p,a,l,u,X
shor1247,-,-,-,p,a,l,u,q
midd1324,-,-,-,p,a,l,3,q
tuvi1240,-,-,-,b,a,l,u,q
tofa1248,-,-,-,b,a,l,u,q
dolg1241,-,-,-,b,a,l,u,k
yaku1245,-,-,-,b,a,l,u,k
chuv1255,-,-,-,p,u,l,3,-
