language,x1,x2,x3,x4,x5,x6
kumy1244,q,u,s,x,a,-
noga1249,q,u,s,q,a,-
kara1464,k,u,s,k,a,-
kara1465,q,u,s,X,a,-
kara1467,q,u,s,q,a,-
kaza1248,q,u,S,q,a,-
kirg1245,q,u,s,q,a,-
uigh1240,q,i,s,q,a,-
bash1264,q,u,s,q,a,-
nort2686,q,u,s,q,a,-
sout2694,q,u,s,X,a,-
crim1257,q,u,s,q,a,-
gaga1249,k,u,s,-,a,-
nort2697,G,u,s,-,a,-
turk1304,G,u,s,G,a,-
khak1248,X,u,s,X,a,-
shor1247,q,u,s,q,a,-
sala1264,X,u,s,X,a,-
west2402,q,u,s,q,a,-
tuvi1240,q,u,s,q,a,-
dolg1241,k,u,l,g,a,s
yaku1245,k,u,l,g,a,s
chuv1255,k,i,s,k,e,-
