language,x1,x2,x3,x4,x5,x6,x7
kumy1244,t,-,-,-,-,e,S
kumy1244,k,e,k,i,r,e,k
noga1249,k,e,k,i,r,e,k
kara1464,t,e,-,-,-,-,S
kara1464,k,e,k,-,r,E,k
kara1465,t,-,-,-,-,e,S
kara1465,k,e,k,i,r,e,k
kara1467,g,e,w,-,d,e,-
kara1467,t,-,-,-,-,e,s
kara1467,k,e,k,i,r,e,k
kaza1248,k,e,w,-,d,e,-
kaza1248,t,-,-,-,-,e,s
kaza1248,k,e,k,-,r,e,k
kirg1245,k,e,k,i,r,e,k
uigh1240,k,e,k,-,r,E,k
bash1264,t,i,-,-,-,-,S
bash1264,k,i,k,-,r,E,k
nort2686,t,e,-,-,-,-,S
nort2686,k,e,g,-,-,i,s
sout2694,t,e,-,-,-,-,S
sout2694,k,e,g,-,-,i,s
crim1257,k,o,k,-,-,i,s
gaga1249,-,-,g,-,-,i,s
nort2697,d,e,-,-,-,-,S
nort2697,k,e,k,-,-,i,s
turk1304,-,-,-,-,d,e,S
turk1304,k,i,k,-,r,e,k
khak1248,k,e,g,-,-,i,s
shor1247,t,e,-,-,-,-,S
sala1264,k,i,p,-,r,E,X
west2402,t,-,-,-,-,o,s
west2402,g,-,-,-,-,e,s
turk1303,k,i,-,-,-,e,s
dolg1241,t,i,-,-,-,e,s
yaku1245,t,i,-,-,-,e,s
chuv1255,k,o,g,-,-,o,r
