language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
kumy1244,-,-,-,e,z,e,-,-,n,-,-,-
noga1249,-,-,-,-,s,u,-,-,w,-,-,-
kara1464,-,-,-,e,z,E,-,-,n,-,-,-
kara1465,-,-,-,-,s,u,-,-,w,-,-,-
kara1467,-,-,-,e,z,e,-,-,k,-,-,-
kaza1248,-,-,-,e,z,e,-,-,n,-,-,-
kirg1245,-,-,-,e,z,e,-,-,n,-,-,-
kirg1245,-,-,-,-,s,u,-,-,-,-,-,-
uigh1240,-,-,-,-,s,u,-,-,-,-,-,-
bash1264,-,-,-,-,y,u,-,-,l,x,a,-
nort2686,-,-,-,-,s,u,-,-,x,-,-,-
sout2694,-,-,-,-,s,u,-,-,-,-,-,-
crim1257,-,-,-,e,z,e,-,-,n,-,-,-
nort2697,-,t,S,a,y,-,-,-,-,-,-,-
khak1248,-,-,-,-,s,u,-,-,x,-,-,-
shor1247,-,t,-,-,S,u,-,-,l,-,a,t
shor1247,-,-,-,-,s,u,-,-,x,-,-,-
sala1264,-,-,-,u,z,e,-,-,n,-,-,-
west2402,i,g,-,i,s,-,-,-,-,-,-,-
west2402,-,-,-,-,s,u,-,-,-,-,-,-
turk1303,-,-,-,-,C,o,b,o,n,-,-,-
tuvi1240,-,-,-,-,X,e,-,-,m,-,-,-
dolg1241,-,-,-,e,b,e,-,-,-,-,-,-
yaku1245,-,-,-,e,r,i,-,-,s,-,-,-
chuv1255,-,-,-,-,S,u,-,-,v,-,-,-
