language,x1,x2,x3
kumy1244,i,t,S
noga1249,i,-,S
kara1464,i,t,S
kara1465,i,t,S
kara1467,i,-,S
kaza1248,i,-,S
kirg1245,i,t,S
uigh1240,i,t,S
bash1264,e,-,s
nort2686,i,t,S
sout2694,i,t,S
crim1257,i,t,S
gaga1249,i,t,S
nort2697,i,t,S
turk1304,i,t,S
khak1248,i,-,s
shor1247,i,-,S
sala1264,i,t,S
west2402,i,t,S
turk1303,i,t,S
tuvi1240,i,-,S
dolg1241,i,-,s
yaku1245,i,-,s
chuv1255,i,-,S
