language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
sanj1282,-,t,-,i,-,t,-,e,7,-,y,-,a,-
sanj1282,-,t,-,i,-,t,-,e,7,-,y,-,a,-
yucu1250,-,t,-,i,-,t,-,e,7,-,y,-,a,-
yucu1250,-,t,-,i,-,t,-,e,7,-,y,-,a,-
nort2985,n,d,-,i,-,t,-,e,7,-,-,-,a,-
nort2985,n,d,-,i,-,t,-,e,7,-,-,-,a,-
soya1236,n,d,y,u,-,8,-,i,5,-,-,-,a,-
soya1236,n,d,y,u,-,8,-,i,5,-,-,-,a,-
apas1235,n,d,-,i,-,8,-,i,5,-,-,-,u,-
apas1235,n,d,-,i,-,8,-,i,5,-,-,-,u,-
apas1235,n,d,-,i,-,8,-,i,5,-,-,-,u,-
apas1235,n,d,-,i,-,8,-,i,5,-,-,-,u,-
tida1235,-,t,-,i,-,8,-,i,t,-,-,-,a,-
tida1235,-,t,-,i,-,8,-,i,t,-,-,-,a,-
tama1339,-,t,-,3,-,8,-,i,t,-,-,-,a,-
tama1339,-,t,-,3,-,8,-,i,t,-,-,-,a,-
tama1339,-,t,-,i,n,d,-,i,b,-,-,-,a,-
tama1339,-,t,-,i,n,d,-,i,b,-,-,-,a,-
huit1252,-,t,-,i,-,8,-,i,t,-,-,-,a,7
huit1252,-,t,-,i,-,8,-,i,t,-,-,-,a,7
sind1277,-,t,-,-,-,S,-,o,7,o,k,a,a,-
sind1277,-,t,-,-,-,S,-,o,7,o,k,a,a,-
sanm1294,-,t,-,-,-,S,-,i,k,-,-,a,a,-
sanm1294,-,t,-,-,-,S,-,i,k,-,-,a,a,-
peno1244,-,t,-,3,-,8,-,i,t,-,-,-,a,-
peno1244,-,t,-,3,-,8,-,i,t,-,-,-,a,-
atat1238,-,t,-,3,-,t,-,e,7,-,-,-,e,-
atat1238,-,t,-,3,-,t,-,e,7,-,-,-,e,-
yoso1239,-,t,-,i,-,t,-,e,7,-,-,-,e,-
yoso1239,-,t,-,i,-,t,-,e,7,-,-,-,e,-
sanm1295,-,t,-,3,-,t,-,e,7,-,-,-,e,-
sanm1295,-,t,-,3,-,t,-,e,7,-,-,-,e,-
ocot1243,-,t,-,i,-,t,-,e,7,-,-,-,e,-
ocot1243,-,t,-,i,-,t,-,e,7,-,-,-,e,-
magd1235,-,l,-,a,-,t,-,e,7,-,Z,-,a,-
magd1235,-,l,-,a,-,t,-,e,7,-,Z,-,a,-
