language,x1,x2,x3,x4,x5,x6
sanj1282,5,u,-,m,a,-
yucu1250,5,u,-,m,a,-
nort2985,y,u,-,m,a,-
soya1236,5,o,-,m,a,-
apas1235,y,u,-,m,a,-
apas1235,5,u,-,m,a,-
tida1235,5,u,-,w,a,-
tama1339,5,u,-,m,e,-
tama1339,5,i,-,m,a,-
huit1252,5,u,-,m,a,-
sind1277,5,u,-,m,e,-
sanm1294,5,u,-,m,e,-
peno1244,5,u,-,m,e,-
atat1238,5,u,-,m,a,-
yoso1239,5,u,-,m,a,-
sanm1295,5,u,-,m,a,-
ocot1243,5,u,-,m,a,-
magd1235,5,u,-,m,a,-
taca1257,5,u,-,m,a,-
itun1239,5,u,-,m,e,-
sant1439,y,u,-,m,a,-
alco1235,y,u,-,m,a,-
alco1235,-,i,-,m,a,-
yolo1241,y,u,-,m,a,-
alac1244,5,i,-,m,a,-
alac1244,5,i,-,m,a,-
ayut1236,5,u,7,m,a,7
mixt1425,5,u,-,m,a,-
mixt1425,5,u,-,m,a,-
mixt1425,5,u,-,m,a,-
mixt1425,5,u,-,m,a,-
juxt1235,5,u,-,m,a,-
juxt1235,5,u,-,m,a,-
sila1250,n,i,-,m,a,-
sila1250,y,i,-,m,a,-
sila1250,5,i,-,m,a,-
sila1250,5,i,-,m,a,-
sila1250,5,i,-,m,a,-
sant1436,5,u,-,m,a,7
chay1249,5,u,-,m,a,-
chay1249,5,u,-,m,a,-
jami1235,5,u,-,m,a,-
sanj1281,y,u,-,m,a,-
pino1237,y,u,-,m,a,-
pino1237,5,u,-,m,a,-
pino1237,y,u,-,m,a,-
pino1237,y,u,-,m,a,-
tutu1243,5,u,-,m,a,-
ixta1235,5,u,-,m,a,-
chaz1235,5,u,-,m,a,-
chaz1235,5,u,-,m,a,-
sout3001,5,u,-,m,a,-
sout3001,5,u,-,m,a,-
chig1239,5,u,-,m,a,-
caca1250,5,i,-,m,a,-
coat1241,S,u,-,m,e,-
cuya1240,5,u,-,m,e,-
cuya1240,Z,u,-,m,e,-
tepe1280,y,-,-,-,e,-
chic1273,s,i,-,k,3,-
chic1273,y,a,-,h,a,-
chic1273,y,a,-,7,a,-
sanm1298,y,-,-,-,3,h
copa1237,y,-,-,-,a,h
