language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
magd1235,n,d,u,-,t,-,-,-,-,-,e,-
sant1440,n,d,u,-,t,-,-,-,-,-,e,-
ocot1243,n,d,u,-,t,-,-,-,-,-,e,-
sanp1259,n,d,u,-,t,-,-,-,-,-,e,-
sana1284,n,d,u,-,t,-,-,-,-,-,e,-
yucu1250,n,d,u,-,t,-,-,-,-,-,e,-
sanm1292,n,d,u,-,t,-,-,-,-,-,e,-
sanm1296,n,d,u,-,t,-,-,-,-,S,a,-
yoso1239,n,d,u,-,t,-,-,-,-,S,a,-
sanm1295,n,d,u,-,t,-,-,-,-,S,a,-
atat1238,n,d,u,-,t,-,-,-,-,-,e,-
taca1257,n,d,u,-,t,-,-,-,-,y,a,-
nort2985,n,d,u,-,t,-,-,-,-,-,e,-
itun1239,n,d,u,-,t,-,-,-,-,-,e,-
sant1439,n,d,u,-,t,-,-,-,-,-,e,-
nuyo1238,n,-,u,-,t,-,-,-,-,-,e,-
yucu1249,n,-,u,-,t,-,-,-,-,-,e,-
ayut1236,-,-,-,-,t,-,i,k,w,-,i,-
ayut1236,-,-,-,-,t,-,i,k,w,-,i,-
sant1436,-,-,-,-,t,-,a,k,w,i,i,-
sant1436,-,-,-,-,t,-,a,k,w,i,i,-
sant1436,n,d,u,-,t,-,-,-,-,-,a,-
alco1235,-,-,-,-,t,-,i,k,w,i,i,-
alco1235,-,-,-,-,t,-,i,k,w,i,i,-
alco1235,n,d,u,-,t,-,-,-,-,-,a,-
alco1235,n,d,u,-,t,-,-,-,-,-,a,-
coic1238,-,-,-,-,t,-,i,k,w,i,i,-
coic1238,-,-,-,-,t,-,i,k,w,i,i,-
coic1238,-,-,-,-,t,-,i,k,w,i,i,-
coic1238,-,-,-,-,t,-,i,k,w,i,i,-
yolo1241,-,-,-,-,t,-,a,k,w,-,i,-
yolo1241,-,-,-,-,t,-,a,k,w,-,i,-
alac1244,n,d,u,-,t,-,-,-,-,-,a,-
alac1244,-,-,-,-,t,-,a,k,w,i,i,-
alac1244,-,-,-,-,t,-,a,k,w,i,i,-
alac1244,-,-,-,-,t,-,a,k,w,i,i,-
alac1244,-,-,-,-,t,-,a,k,w,i,i,-
alac1244,n,d,u,-,t,-,-,-,-,-,a,-
xoch1238,-,-,-,-,t,-,i,k,w,i,i,-
xoch1238,-,-,-,-,t,-,i,k,w,i,i,-
sanm1291,-,-,-,-,t,S,i,k,w,i,i,-
