language,x1,x2,x3,x4,x5,x6,x7
atat1238,-,i,t,S,i,-,-
yoso1239,-,i,t,S,i,-,-
sanm1295,-,i,t,S,i,-,-
ocot1243,-,i,t,S,i,-,-
magd1235,-,i,t,S,i,-,-
alco1235,-,i,t,S,i,-,-
alco1235,-,i,t,S,i,-,-
yolo1241,-,i,t,S,i,-,-
alac1244,y,i,t,S,i,-,-
alac1244,y,i,t,S,i,-,-
ayut1236,-,i,t,S,i,7,-
mixt1425,-,i,t,S,i,-,-
mixt1425,-,i,t,S,i,-,-
mixt1425,-,i,t,S,i,-,-
juxt1235,-,i,t,S,i,-,-
sila1250,-,i,t,S,i,-,-
sila1250,-,i,t,S,i,-,-
sant1436,-,i,t,-,i,7,-
chay1249,-,i,t,y,i,-,-
jami1235,-,i,t,y,i,-,-
sanj1281,-,i,t,y,i,-,-
pino1237,-,i,t,-,i,-,-
coat1241,-,i,t,s,i,-,-
chic1273,-,-,t,S,e,7,a
chic1273,-,-,t,S,e,h,-
sanm1298,-,-,t,S,e,h,-
copa1237,-,-,t,S,e,h,-
