language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
ocot1243,t,-,i,i,5,-,-,-,i,-
yoso1239,l,-,u,-,s,-,-,-,u,-
alco1235,t,-,i,-,7,-,-,-,i,-
xoch1238,t,-,i,-,-,-,-,-,i,-
sanm1291,t,s,i,-,-,-,-,-,i,-
juxt1235,t,S,i,-,-,-,-,-,i,-
sila1250,t,-,i,-,t,-,i,-,i,-
sila1250,t,-,i,-,t,-,i,-,i,-
sila1250,t,-,-,-,-,-,i,-,i,-
mixt1425,t,-,i,-,7,-,-,-,i,-
mixt1425,t,-,i,-,7,-,-,-,i,-
diux1236,t,-,3,-,t,n,3,5,3,-
diux1236,t,-,3,-,t,n,3,5,3,-
yoso1238,t,n,i,-,5,-,-,-,i,-
tepe1280,t,-,i,-,n,-,-,d,i,-
chic1273,-,S,u,-,t,-,u,n,i,h
chic1273,-,S,u,-,t,-,u,n,i,h
chic1273,-,S,u,-,t,-,u,n,i,h
sanm1298,t,S,u,-,t,-,u,-,-,-
sanm1298,t,S,u,-,t,-,u,-,-,-
