language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
sanj1282,-,-,k,u,5,-,-,u,-,-
yucu1250,-,-,k,u,5,-,-,u,-,-
nort2985,-,-,k,u,5,-,-,u,-,-
soya1236,-,-,k,o,5,-,-,o,-,-
apas1235,-,-,k,o,y,-,-,o,-,-
apas1235,-,-,k,u,5,-,-,u,-,-
apas1235,-,-,k,o,5,-,-,o,-,-
tida1235,-,-,k,u,5,-,-,u,-,-
tama1339,-,-,x,u,5,-,-,u,-,-
tama1339,-,-,k,u,5,-,-,u,-,-
huit1252,-,-,x,u,5,-,-,u,-,-
sind1277,-,-,k,o,5,-,-,o,-,-
sanm1294,-,-,k,o,5,-,-,o,-,-
peno1244,-,-,k,u,5,-,-,u,-,-
atat1238,-,-,k,u,5,-,-,u,-,-
yoso1239,-,-,k,u,5,-,-,u,-,-
sanm1295,-,-,k,u,5,-,-,u,-,-
ocot1243,-,-,k,u,5,-,-,u,-,-
magd1235,-,-,k,u,5,-,-,u,-,-
taca1257,-,-,k,u,5,-,-,u,-,-
itun1239,-,-,k,o,5,-,-,o,-,-
sant1439,-,-,k,u,5,-,-,u,-,-
alco1235,-,-,k,u,5,-,-,u,-,-
alco1235,-,-,k,u,5,-,-,u,-,-
yolo1241,-,-,k,u,5,-,-,u,-,-
alac1244,-,-,k,u,5,-,-,u,-,-
alac1244,-,-,k,o,5,-,-,u,-,-
ayut1236,-,-,k,u,5,-,-,u,-,-
ayut1236,-,-,-,-,n,d,e,i,7,-
mixt1425,-,-,k,u,5,-,-,u,-,-
mixt1425,-,-,k,u,5,-,-,u,-,-
mixt1425,-,-,k,u,5,-,-,u,-,-
mixt1425,-,-,k,u,5,-,-,u,-,-
juxt1235,-,-,k,u,5,-,-,u,-,-
juxt1235,-,-,k,u,5,-,-,u,-,-
sila1250,-,-,k,o,5,-,-,o,-,-
sila1250,-,-,k,u,5,-,-,u,-,-
sila1250,-,-,k,u,5,-,-,u,-,-
sila1250,-,-,k,u,5,-,-,u,-,-
sila1250,-,-,k,u,5,-,-,u,-,-
sant1436,s,a,7,-,-,-,-,a,-,-
sant1436,-,-,k,u,5,-,-,u,-,-
chay1249,-,-,k,o,5,-,-,o,-,-
chay1249,-,-,k,o,5,-,-,o,-,-
jami1235,-,-,k,o,5,-,-,o,-,-
sanj1281,-,-,k,u,5,-,-,u,-,-
pino1237,-,-,k,u,5,-,-,u,-,-
pino1237,s,a,7,-,-,-,-,a,-,-
pino1237,-,-,k,u,5,-,-,u,-,-
pino1237,-,-,k,u,5,-,-,u,-,-
pino1237,-,-,k,u,5,-,-,u,-,-
tutu1243,-,-,k,o,5,-,-,o,-,-
ixta1235,-,-,k,u,5,-,-,u,-,-
chaz1235,-,-,k,u,n,-,-,u,-,-
chaz1235,-,-,k,u,5,-,-,u,-,-
sout3001,-,-,k,u,5,-,-,u,-,-
sout3001,-,-,k,u,5,-,-,u,-,-
chig1239,-,-,k,u,5,-,-,u,-,-
caca1250,-,-,k,o,5,-,-,o,-,-
coat1241,-,-,k,u,5,-,-,u,-,-
cuya1240,-,-,k,u,5,-,-,u,-,-
cuya1240,-,-,k,u,5,-,-,u,-,-
tepe1280,-,-,-,-,y,-,-,u,t,a
chic1273,-,-,-,-,n,-,e,e,-,-
chic1273,-,-,-,-,n,-,-,e,-,-
sanm1298,-,-,-,-,n,-,-,e,-,-
copa1237,-,-,-,-,n,-,-,e,-,-
