language,x1,x2,x3,x4,x5
magd1235,S,-,e,7,e
sant1440,S,-,e,7,e
ocot1243,S,-,e,7,e
sanm1296,S,-,a,7,a
yoso1239,S,-,a,7,a
atat1238,S,-,e,7,e
sant1436,S,-,a,7,a
alco1235,S,-,a,7,a
alco1235,S,-,a,7,a
coic1238,S,-,a,7,a
yolo1241,S,-,a,7,a
alac1244,s,-,a,7,a
xoch1238,S,-,a,7,a
sanm1291,S,-,a,7,a
juxt1235,S,-,a,7,a
sila1250,h,-,a,7,a
sila1250,S,-,a,7,a
mixt1425,S,-,a,7,a
mixt1425,S,-,a,7,a
mixt1425,S,-,a,7,a
chay1249,S,-,a,7,a
sanj1281,x,-,a,7,a
diux1236,8,-,e,7,e
coat1241,8,-,e,7,e
yoso1238,S,-,e,7,e
sant1437,8,-,u,-,-
tepe1280,8,-,u,-,-
chic1273,-,n,a,m,i
chic1273,-,n,a,m,i
sanm1298,T,n,a,m,i
