language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
magd1235,-,-,-,-,-,-,-,a,-,-,m,-,-,a,-,-,-
ocot1243,n,-,-,-,-,-,-,a,-,-,m,-,-,a,-,-,-
ocot1243,n,-,-,-,-,-,-,a,-,-,m,-,-,a,-,-,-
sanp1259,n,-,-,-,-,-,-,a,7,-,m,-,-,a,-,-,-
sanp1259,n,-,-,-,-,-,-,a,7,-,m,-,-,a,-,-,-
sana1284,n,-,-,-,-,-,-,a,7,a,m,-,-,a,-,-,-
sana1284,n,-,-,-,-,-,-,a,7,a,m,-,-,a,-,-,-
yucu1250,n,-,-,-,-,-,-,a,-,a,m,-,-,a,-,-,-
yucu1250,n,-,-,-,-,-,-,a,-,a,m,-,-,a,-,-,-
sanm1292,n,-,-,-,-,-,-,a,7,a,m,-,-,a,-,-,-
sanm1292,n,-,-,-,-,-,-,a,7,a,m,-,-,a,-,-,-
sanm1296,n,-,-,d,-,-,-,3,-,-,k,-,-,3,-,-,u
sanm1296,n,-,-,d,-,-,-,3,-,-,k,-,-,3,-,-,u
sanm1296,n,-,-,-,-,-,-,a,-,-,m,-,-,a,-,-,-
sanm1296,n,-,-,-,-,-,-,a,-,-,m,-,-,a,-,-,-
sanm1296,t,-,-,e,-,-,-,a,-,-,m,-,-,a,-,-,-
sanm1296,t,-,-,e,-,-,-,a,-,-,m,-,-,a,-,-,-
yoso1239,n,-,-,-,-,-,-,a,-,-,m,-,-,a,-,-,-
yoso1239,n,-,-,-,-,-,-,a,-,-,m,-,-,a,-,-,-
yoso1239,n,-,-,-,-,-,-,a,-,-,s,-,-,a,-,-,-
yoso1239,n,-,-,-,-,-,-,a,-,-,s,-,-,a,-,-,-
sanm1295,n,d,-,e,-,k,-,3,-,-,b,-,-,3,-,-,-
sanm1295,n,d,-,e,-,k,-,3,-,-,b,-,-,3,-,-,-
sanm1295,-,-,-,-,-,-,-,a,-,-,m,-,-,a,-,-,-
atat1238,n,d,-,e,-,k,-,3,-,-,b,-,-,3,-,-,-
atat1238,n,d,-,e,-,k,-,3,-,-,b,-,-,3,-,-,-
atat1238,n,-,-,-,-,-,-,a,-,-,m,-,-,a,-,-,-
atat1238,n,-,-,-,-,-,-,a,-,-,m,-,-,a,-,-,-
atat1238,n,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
taca1257,n,-,-,-,-,-,-,a,7,a,m,-,-,a,-,-,-
taca1257,n,-,-,-,-,-,-,a,7,a,m,-,-,a,-,-,-
nort2985,n,-,-,-,-,-,-,a,k,-,-,-,-,i,-,-,u
nort2985,n,-,-,-,-,-,-,a,k,-,-,-,-,i,-,-,u
nort2985,n,-,-,-,-,-,-,a,7,-,m,-,-,a,-,-,-
nort2985,n,-,-,-,-,-,-,a,7,-,m,-,-,a,-,-,-
itun1239,n,-,-,-,-,-,-,a,-,-,m,-,-,a,-,-,-
itun1239,n,-,-,-,-,-,-,a,-,-,m,-,-,a,-,-,-
sant1439,n,-,-,-,-,-,-,a,-,-,m,-,-,a,-,-,-
sant1439,n,-,-,-,-,-,-,a,-,-,m,-,-,a,-,-,-
nuyo1238,n,-,-,-,-,-,-,i,k,i,w,-,-,3,-,-,-
nuyo1238,n,-,-,-,-,-,-,i,k,i,w,-,-,3,-,-,-
nuyo1238,n,-,-,-,-,-,-,i,k,i,w,-,-,3,-,-,-
yucu1249,n,-,-,-,-,-,-,e,k,i,b,-,-,3,-,-,-
yucu1249,n,-,-,-,-,-,-,e,k,i,b,-,-,3,-,-,-
ayut1236,-,-,-,-,-,-,-,a,-,-,m,-,-,a,-,-,-
sant1436,n,d,-,-,-,-,-,a,k,i,b,-,-,i,-,-,7
sant1436,n,d,-,-,-,-,-,a,k,i,b,-,-,i,-,-,7
sant1436,-,-,-,-,-,-,-,a,-,-,m,-,-,a,-,-,-
alco1235,-,-,-,-,-,-,-,a,-,-,m,-,-,a,-,-,-
coic1238,-,-,-,-,-,-,-,a,-,-,m,-,-,a,-,-,-
coic1238,-,-,-,-,-,-,-,a,-,-,m,-,-,a,-,-,-
yolo1241,-,-,-,-,-,-,-,a,-,-,m,-,-,a,-,-,-
alac1244,-,-,-,-,-,-,-,a,-,-,m,-,-,a,-,-,-
