language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
yoso1239,t,-,S,3,-,-,-,-,-,-,-,-,7,-,3,-,-,-
yoso1239,t,-,S,3,-,-,-,-,-,-,-,-,7,-,3,-,-,-
magd1235,l,a,5,i,-,-,-,-,-,-,-,-,7,-,i,-,-,-
magd1235,l,a,5,i,-,-,-,-,-,-,-,-,7,-,i,-,-,-
alco1235,l,-,-,i,r,u,k,a,7,a,y,e,7,-,e,-,-,-
alco1235,l,-,-,i,r,u,k,a,7,a,y,e,7,-,e,-,-,-
alco1235,l,-,-,i,r,u,k,a,7,a,y,e,7,-,e,-,-,-
alco1235,l,-,-,i,-,-,-,-,-,-,-,-,l,-,u,-,-,-
yolo1241,t,-,-,i,-,-,-,-,-,-,-,-,7,-,i,-,-,-
yolo1241,t,-,-,i,-,-,-,-,-,-,-,-,7,-,i,-,-,-
alac1244,t,-,-,i,-,-,-,-,-,-,-,-,7,-,i,-,-,-
alac1244,t,-,-,i,-,-,-,-,-,-,-,-,7,-,i,-,-,-
mixt1425,t,-,-,i,-,-,-,-,-,-,-,-,7,-,i,i,t,a
mixt1425,t,-,-,i,-,-,-,-,-,-,-,-,7,-,i,i,t,a
mixt1425,t,-,-,i,-,-,-,-,-,-,-,-,7,-,i,i,t,a
mixt1425,t,-,-,i,-,-,-,-,-,-,-,-,7,-,i,i,t,a
mixt1425,t,-,-,i,-,-,-,-,-,-,-,-,7,-,i,i,t,a
mixt1425,t,-,-,i,-,-,-,-,-,-,-,-,7,-,i,i,t,a
juxt1235,t,-,S,i,-,-,-,-,n,-,-,i,7,-,i,-,-,-
juxt1235,t,-,S,i,-,-,-,-,n,-,-,i,7,-,i,-,-,-
sila1250,k,-,-,o,-,-,-,-,h,o,y,u,-,-,u,-,-,-
sila1250,k,-,-,o,-,-,-,-,h,o,y,u,-,-,u,-,-,-
sila1250,t,-,-,i,-,-,-,-,n,-,-,i,-,-,i,-,-,-
sila1250,t,-,-,i,-,-,-,-,n,-,-,i,-,-,i,-,-,-
sila1250,t,-,-,i,-,-,-,-,5,-,-,i,7,-,i,-,-,-
sila1250,t,-,-,i,-,-,-,-,5,-,-,i,7,-,i,-,-,-
sanj1281,t,-,-,i,-,-,-,-,5,-,-,3,7,-,3,-,-,-
sanj1281,t,-,-,i,-,-,-,-,5,-,-,3,7,-,3,-,-,-
chic1273,-,-,S,a,-,-,-,-,-,-,-,-,-,-,a,-,-,-
chic1273,-,-,S,a,-,-,-,-,-,-,-,-,7,-,a,-,-,-
sanm1298,t,-,S,u,-,-,-,-,-,-,-,-,7,m,3,-,-,-
