language,x1,x2,x3,x4,x5,x6,x7
atat1238,t,S,i,-,h,i,-
yoso1239,t,S,i,-,-,i,-
sanm1295,t,S,i,-,-,i,-
ocot1243,t,S,i,-,x,i,-
magd1235,t,S,i,-,-,i,-
alco1235,t,-,i,-,S,i,-
yolo1241,t,-,i,-,S,i,-
alac1244,t,-,i,-,S,i,-
alac1244,t,-,i,-,S,i,-
ayut1236,t,-,i,-,S,i,-
mixt1425,t,-,i,t,s,i,-
mixt1425,t,-,i,t,s,i,-
juxt1235,t,S,i,-,S,i,-
sila1250,t,-,i,-,S,i,-
sila1250,t,-,i,-,s,i,-
sant1436,t,-,i,t,S,i,-
chay1249,s,-,i,-,s,i,-
jami1235,t,S,i,t,S,i,-
sanj1281,t,s,i,t,s,i,-
pino1237,t,-,i,t,S,i,-
caca1250,t,-,i,-,S,i,-
tepe1280,t,S,y,a,t,i,-
chic1273,r,-,i,-,k,i,-
chic1273,s,-,i,-,k,o,h
sanm1298,r,-,i,-,k,i,-
copa1237,S,-,-,-,k,e,7
