language,x1,x2,x3,x4,x5,x6,x7
sanj1282,-,-,u,n,-,a,-
yucu1250,-,-,u,n,-,a,-
nort2985,-,-,u,n,-,a,-
soya1236,-,-,o,n,-,a,-
apas1235,-,-,u,n,-,a,-
apas1235,-,-,u,n,-,a,-
tida1235,-,-,u,n,-,a,-
tama1339,-,-,u,n,-,a,-
huit1252,-,-,u,n,-,a,-
sind1277,-,-,u,n,-,a,-
sanm1294,-,-,u,n,-,a,-
peno1244,-,-,u,n,-,a,-
atat1238,-,-,u,n,-,a,-
yoso1239,-,-,u,n,-,a,-
sanm1295,-,-,u,n,-,a,-
ocot1243,-,-,u,n,-,a,-
magd1235,-,-,u,n,-,a,-
taca1257,-,-,u,n,-,a,-
itun1239,-,-,u,n,-,a,-
sant1439,-,-,u,n,-,a,-
alco1235,-,-,u,n,-,a,-
alco1235,-,-,u,n,-,a,-
yolo1241,-,-,u,n,-,a,-
alac1244,-,-,o,n,-,a,-
alac1244,-,-,o,n,-,a,-
ayut1236,-,-,u,n,y,a,-
mixt1425,-,-,u,n,-,a,-
mixt1425,-,-,u,n,-,a,-
mixt1425,-,-,u,n,-,a,-
mixt1425,-,-,u,n,-,a,-
juxt1235,-,-,u,n,-,a,-
juxt1235,-,-,u,n,-,a,-
sila1250,-,-,u,n,-,a,-
sila1250,-,-,u,n,-,a,-
sila1250,-,-,u,n,-,a,-
sila1250,-,-,o,n,-,a,-
sila1250,-,-,u,n,-,a,-
sant1436,-,-,u,n,-,a,-
chay1249,-,-,u,5,-,a,-
chay1249,-,-,u,5,-,a,-
jami1235,-,-,u,5,-,a,-
sanj1281,-,-,u,n,-,a,-
pino1237,-,-,u,n,-,a,-
pino1237,-,-,u,n,-,a,-
pino1237,-,-,u,n,-,a,-
pino1237,-,-,u,n,-,a,-
tutu1243,-,-,u,5,-,a,-
ixta1235,-,-,u,5,-,a,-
chaz1235,-,-,u,n,-,a,-
chaz1235,-,-,u,n,-,a,-
sout3001,-,-,u,n,-,a,-
sout3001,-,-,u,n,-,a,-
chig1239,-,-,u,n,-,a,-
caca1250,-,-,o,n,-,a,-
coat1241,-,-,u,n,-,a,-
cuya1240,-,-,u,n,-,a,-
cuya1240,-,-,u,n,-,a,-
tepe1280,-,n,i,n,-,i,-
chic1273,-,-,-,t,-,3,h
chic1273,-,t,e,7,-,a,-
sanm1298,-,t,u,h,-,-,-
copa1237,i,t,u,h,-,-,-
