language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
magd1235,s,a,Z,-,i,-,-,-,-,i,-,-,-,-,-,-
magd1235,s,a,Z,-,i,-,-,-,-,i,-,-,-,-,-,-
magd1235,s,a,7,-,Z,-,-,-,-,a,-,-,-,-,-,-
sant1440,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
ocot1243,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
sanp1259,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
sana1284,s,a,7,-,-,-,-,-,-,a,-,-,-,-,-,-
yucu1250,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
sanm1292,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
sanm1296,s,e,Z,-,i,-,-,-,-,i,-,-,-,-,-,-
sanm1296,s,e,Z,-,i,-,-,-,-,i,-,-,-,-,-,-
sanm1296,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
yoso1239,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
sanm1295,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
atat1238,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
taca1257,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
nort2985,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
itun1239,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
sant1439,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
nuyo1238,s,e,7,-,y,-,-,-,-,a,-,-,-,-,-,-
yucu1249,s,e,7,-,y,-,-,-,-,a,-,-,-,-,-,-
ayut1236,s,i,7,-,-,-,-,-,-,e,-,-,-,-,-,-
sant1436,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
alco1235,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
alco1235,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
coic1238,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
coic1238,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
yolo1241,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
alac1244,s,a,7,-,y,-,-,-,-,a,-,-,-,-,-,-
alac1244,s,a,7,-,y,-,-,-,-,a,-,-,-,-,-,-
xoch1238,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
sanm1291,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
sanm1291,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
juxt1235,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
juxt1235,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
sila1250,h,a,7,-,Z,-,-,-,-,i,-,-,-,-,-,-
sila1250,8,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
sila1250,h,a,7,-,Z,i,t,a,-,a,-,-,-,-,-,-
sila1250,h,a,7,-,Z,i,t,a,-,a,-,-,-,-,-,-
sila1250,h,a,7,-,Z,-,-,-,-,i,-,-,-,-,-,-
sila1250,h,a,7,-,Z,-,-,-,-,i,-,-,-,-,-,-
sila1250,h,a,-,-,y,-,-,-,-,a,-,-,-,-,-,-
mixt1425,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
mixt1425,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
mixt1425,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
mixt1425,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
cuat1239,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
tutu1243,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
sant1441,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
chay1249,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
chay1249,8,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
jami1235,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
sanj1281,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
pino1237,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
pino1237,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
pino1237,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
pino1237,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
ixta1235,s,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
tama1339,8,a,7,-,Z,-,-,-,-,a,-,-,-,-,-,-
tama1339,h,e,7,-,-,-,-,-,-,e,-,-,-,-,-,-
huit1252,8,a,7,-,-,-,-,-,-,a,-,-,-,-,-,-
sind1277,8,a,7,-,Z,-,-,-,-,a,-,-,-,-,-,-
