language,x1,x2,x3,x4,x5,x6
atat1238,-,i,-,t,a,-
yoso1239,-,i,-,t,a,-
sanm1295,-,i,-,t,a,-
ocot1243,-,i,-,t,a,-
magd1235,-,i,-,t,a,-
alco1235,-,i,-,t,a,-
alco1235,-,i,-,t,a,-
yolo1241,-,i,-,t,a,-
alac1244,y,i,-,t,a,-
alac1244,y,i,-,t,a,-
ayut1236,-,i,-,t,a,-
mixt1425,-,i,-,t,a,-
mixt1425,-,i,-,t,a,-
mixt1425,-,i,-,t,a,-
mixt1425,-,i,-,t,a,-
juxt1235,-,i,-,t,a,-
sila1250,-,i,-,t,a,-
sila1250,-,i,-,t,a,-
sant1436,-,i,-,t,a,-
chay1249,-,i,-,t,a,-
sanj1281,-,i,-,t,a,-
pino1237,-,i,-,t,a,-
coat1241,l,a,-,-,a,-
tepe1280,n,a,n,d,a,-
chic1273,-,y,a,7,a,-
chic1273,-,y,-,-,a,h
sanm1298,-,y,-,-,a,h
copa1237,-,y,-,-,a,h
