language,x1,x2,x3,x4,x5
sanj1282,k,u,-,u,-
yucu1250,k,u,-,u,-
nort2985,k,u,-,u,-
soya1236,k,u,-,u,-
apas1235,k,u,m,i,-
apas1235,k,u,m,i,-
tida1235,k,u,-,u,-
tama1339,x,3,m,3,-
tama1339,k,o,m,i,-
huit1252,x,3,m,3,-
sind1277,k,u,m,i,-
sanm1294,x,3,m,3,-
peno1244,k,u,m,i,-
atat1238,k,u,-,u,-
yoso1239,k,u,-,u,-
sanm1295,k,u,-,u,-
ocot1243,k,u,m,i,-
magd1235,k,u,-,u,-
taca1257,k,u,-,u,-
itun1239,k,u,-,u,-
sant1439,k,u,-,u,-
alco1235,k,o,m,i,-
alco1235,k,o,m,i,-
yolo1241,k,u,m,i,-
alac1244,k,u,m,i,-
alac1244,k,o,m,i,-
ayut1236,k,u,m,i,7
mixt1425,k,u,m,i,-
mixt1425,k,u,m,i,-
mixt1425,k,u,m,i,-
mixt1425,k,u,m,i,-
juxt1235,k,o,m,i,-
juxt1235,k,u,m,i,-
sila1250,k,o,m,i,-
sila1250,k,o,m,i,-
sila1250,k,o,m,i,-
sila1250,k,u,m,i,-
sila1250,k,o,m,i,-
sant1436,k,u,m,i,7
chay1249,k,u,m,i,-
chay1249,k,u,m,i,-
jami1235,k,u,m,i,-
sanj1281,k,u,m,i,-
pino1237,k,u,m,i,-
pino1237,k,u,m,i,-
pino1237,k,u,m,i,-
pino1237,k,u,m,i,-
tutu1243,k,u,m,i,-
ixta1235,k,u,m,i,-
chaz1235,k,u,m,i,-
chaz1235,k,u,m,i,-
sout3001,k,u,m,i,-
sout3001,k,u,m,i,-
chig1239,k,u,m,i,-
caca1250,k,o,m,i,-
coat1241,k,3,m,i,-
cuya1240,k,3,m,i,-
cuya1240,k,3,m,i,-
tepe1280,x,u,-,-,-
chic1273,g,a,7,a,-
chic1273,k,a,7,a,-
sanm1298,k,a,7,3,h
copa1237,k,a,7,a,h
