language,x1,x2,x3,x4,x5
magd1235,5,i,-,i,-
sant1440,5,i,-,i,-
ocot1243,5,i,-,i,-
sanp1259,5,i,-,i,-
sana1284,5,i,-,i,-
yucu1250,5,i,-,i,-
sanm1292,5,i,-,i,-
sanm1296,s,a,-,u,-
sanm1296,5,i,-,i,-
yoso1239,5,3,-,3,-
sanm1295,5,3,-,i,-
atat1238,5,3,-,3,-
taca1257,5,3,-,3,-
nort2985,y,i,-,i,-
itun1239,5,3,-,3,-
sant1439,5,3,-,3,-
nuyo1238,5,3,-,3,-
yucu1249,5,3,-,3,-
ayut1236,-,i,-,i,7
sant1436,5,i,-,i,-
alco1235,-,i,-,i,-
alco1235,-,i,-,i,-
coic1238,-,i,-,i,-
coic1238,-,i,-,i,-
yolo1241,-,i,-,i,-
alac1244,5,i,-,i,-
alac1244,5,i,-,i,-
xoch1238,5,i,-,i,-
sanm1291,i,i,-,i,-
juxt1235,5,i,-,i,-
juxt1235,5,i,-,i,-
sila1250,5,i,-,i,-
sila1250,5,i,-,i,-
sila1250,5,i,-,i,-
sila1250,5,i,-,i,-
sila1250,n,i,-,i,-
mixt1425,-,i,-,i,-
mixt1425,-,i,-,i,-
mixt1425,-,i,-,i,-
mixt1425,-,i,-,i,-
cuat1239,5,i,-,i,-
tutu1243,5,3,-,3,-
sant1441,5,3,-,3,-
chay1249,5,3,-,3,-
chay1249,5,3,-,3,-
jami1235,5,3,-,3,-
sanj1281,5,3,-,3,-
pino1237,5,3,-,3,-
pino1237,5,i,-,i,-
pino1237,5,i,-,i,-
pino1237,5,i,-,i,-
ixta1235,5,3,-,3,-
tama1339,5,3,-,3,-
tama1339,5,i,-,i,-
huit1252,5,3,-,3,-
sind1277,5,3,-,3,-
sanm1294,5,3,-,3,-
diux1236,5,3,-,3,-
diux1236,5,3,-,3,-
sant1445,5,3,-,3,-
peno1244,5,3,-,3,-
sant1446,5,3,-,3,-
tida1235,5,i,-,i,-
sanj1282,5,i,-,i,-
soya1236,5,i,-,i,-
apas1235,5,e,-,e,-
apas1235,5,i,-,i,-
caca1250,-,i,-,i,-
yucu1251,5,i,-,i,-
chaz1235,-,i,-,i,-
chaz1235,-,i,-,i,-
sout3001,-,i,-,i,-
sout3001,-,i,5,i,-
chig1239,-,i,-,i,-
coat1241,5,3,-,3,-
cuya1240,5,3,-,3,-
cuya1240,5,3,-,3,-
yoso1238,5,i,-,i,-
sant1437,y,i,m,a,-
tepe1280,-,i,m,a,-
chic1273,5,-,-,a,-
sanm1298,y,-,-,3,-
copa1237,y,-,-,a,-
