language,x1,x2,x3,x4,x5,x6,x7
sout3001,-,-,i,8,-,-,u
coat1241,-,-,i,8,-,-,u
sant1437,y,7,u,8,-,-,u
tepe1280,y,-,u,d,a,t,i
