language,x1,x2,x3,x4,x5,x6,x7
magd1235,-,S,i,S,-,i,-
sant1440,-,S,i,S,-,i,-
ocot1243,-,S,i,S,-,i,-
sanp1259,-,s,i,s,-,i,-
sanm1296,-,S,3,-,-,i,-
yoso1239,-,S,i,S,-,i,-
sanm1295,-,S,i,-,-,i,-
atat1238,-,s,i,s,-,i,-
ayut1236,-,S,i,S,-,i,-
alco1235,-,S,i,S,-,i,-
coic1238,-,S,i,S,-,i,-
yolo1241,-,S,i,S,-,i,-
alac1244,-,s,i,s,-,i,-
alac1244,-,s,i,s,-,i,-
xoch1238,-,S,i,S,-,i,-
sanm1291,-,S,i,S,-,i,-
juxt1235,-,S,i,S,-,i,-
sila1250,-,h,i,h,-,i,-
mixt1425,-,S,i,S,-,i,-
mixt1425,-,S,i,S,-,i,-
chay1249,t,y,i,S,-,i,-
chay1249,t,y,i,S,-,i,-
jami1235,t,S,i,S,-,i,-
jami1235,t,S,i,S,-,i,-
sanj1281,t,y,i,x,-,i,-
sanj1281,t,y,i,x,-,i,-
pino1237,t,S,i,S,-,i,-
pino1237,t,S,i,S,-,i,-
diux1236,-,8,i,8,-,i,-
sant1445,-,8,i,8,-,i,-
caca1250,-,8,i,8,-,i,-
sout3001,-,8,i,8,-,i,-
coat1241,-,5,a,n,-,a,-
coat1241,-,8,i,8,-,i,-
yoso1238,-,S,i,S,-,i,-
sant1437,-,8,u,8,-,i,-
tepe1280,-,8,u,8,-,i,-
chic1273,-,t,u,w,-,i,a
chic1273,-,d,u,7,w,i,-
sanm1298,-,t,u,7,b,i,7
copa1237,-,t,u,7,w,e,7
