language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
sanj1282,-,-,-,-,-,-,w,i,-,-,l,-,-,-,u,-
yucu1250,-,-,-,-,-,-,w,i,-,-,l,-,-,-,u,-
yucu1250,-,-,-,-,-,-,b,i,-,-,l,-,-,-,u,-
nort2985,-,-,-,-,-,-,b,i,-,-,l,-,-,-,u,-
soya1236,-,-,-,-,-,-,b,i,-,-,l,-,-,-,u,-
apas1235,-,-,-,-,-,-,w,i,-,-,l,-,-,-,u,-
apas1235,-,-,-,-,-,-,b,i,-,-,l,-,-,-,u,-
tida1235,-,-,-,-,-,-,w,i,-,-,l,-,-,-,u,-
tama1339,-,-,-,-,-,-,w,i,-,-,l,-,-,-,u,-
tama1339,-,-,-,t,-,-,S,i,-,-,t,-,-,-,o,-
huit1252,-,-,-,t,-,-,S,i,-,-,l,-,-,-,u,-
huit1252,-,-,-,t,-,-,S,i,-,-,l,-,-,-,u,-
sind1277,-,-,-,-,-,-,w,i,-,-,l,-,-,-,u,-
sanm1294,-,-,-,-,-,-,w,i,-,-,l,-,-,-,u,-
peno1244,-,-,-,-,-,-,m,i,-,-,t,-,-,S,i,-
atat1238,-,-,-,-,-,-,b,i,-,-,l,-,-,-,u,-
yoso1239,-,-,-,-,-,-,b,i,-,-,l,-,-,-,u,-
sanm1295,-,-,-,-,-,-,b,i,-,-,l,-,-,-,u,-
ocot1243,-,-,-,-,-,-,b,i,-,-,l,-,-,-,u,-
ocot1243,-,-,-,t,-,-,S,i,-,-,l,-,-,-,u,-
ocot1243,-,-,-,t,-,-,S,i,-,-,l,-,-,-,u,-
magd1235,-,-,-,-,-,-,b,i,-,-,l,-,-,-,u,-
taca1257,-,-,-,-,-,-,b,i,-,-,l,-,-,-,u,-
itun1239,-,-,-,-,-,-,b,i,-,-,l,-,-,-,u,-
sant1439,-,-,-,-,-,-,b,i,-,-,l,-,-,-,u,-
alco1235,-,-,-,-,-,-,b,i,-,-,l,-,-,-,u,-
alco1235,-,-,-,t,-,-,S,i,-,-,t,-,-,-,u,-
alco1235,-,-,-,-,-,-,m,i,-,S,t,-,-,-,u,-
alco1235,-,-,-,-,-,-,b,i,-,-,l,-,-,-,u,-
yolo1241,-,-,-,-,-,-,m,i,-,s,t,-,-,-,u,-
alac1244,-,-,-,-,-,-,m,i,-,S,t,-,-,-,o,-
alac1244,-,-,-,-,-,-,m,i,-,S,t,-,-,-,o,-
alac1244,-,-,-,-,-,-,m,i,t,S,-,-,-,-,o,-
ayut1236,-,-,-,-,-,-,m,i,-,S,t,-,-,-,u,-
mixt1425,-,-,-,-,-,-,b,i,-,-,l,-,-,-,u,-
mixt1425,-,-,-,-,-,-,b,i,-,-,l,-,-,-,u,-
mixt1425,-,-,-,-,-,-,b,i,-,-,l,-,-,-,u,-
mixt1425,-,-,-,-,-,-,b,i,-,-,l,-,-,-,u,-
juxt1235,-,-,-,t,-,-,S,i,-,-,t,-,-,-,i,-
juxt1235,-,-,-,t,-,-,S,i,-,-,t,-,-,-,u,-
sila1250,-,-,-,-,-,-,m,i,-,-,t,-,-,S,o,-
sila1250,-,-,-,t,-,-,S,i,-,-,t,-,-,-,o,-
sila1250,-,-,-,-,-,-,m,i,-,-,t,-,-,-,o,-
sila1250,n,d,i,t,-,-,S,i,-,-,t,-,-,-,o,-
sila1250,n,d,i,t,-,-,S,i,-,-,t,-,-,-,o,-
sila1250,-,-,-,t,-,-,S,i,-,-,t,-,-,-,o,-
sila1250,-,-,-,-,-,-,m,i,-,-,t,-,-,-,o,-
sila1250,-,-,-,t,-,-,S,i,-,-,t,-,-,-,o,-
sant1436,-,-,-,-,-,-,m,i,-,-,l,-,-,-,u,7
sant1436,-,-,-,-,-,-,m,i,-,-,l,-,-,-,u,7
chay1249,-,-,-,t,S,u,m,i,-,-,-,-,-,-,-,-
chay1249,-,-,-,-,-,-,m,i,-,-,l,-,-,-,u,-
chay1249,-,-,-,-,-,-,m,i,-,-,l,-,-,-,u,-
jami1235,-,-,-,t,S,u,m,i,-,-,-,-,-,-,-,-
sanj1281,-,-,-,-,-,-,m,i,-,-,s,-,t,-,u,-
pino1237,-,-,-,-,-,-,m,i,-,-,h,-,t,-,a,-
pino1237,-,-,-,-,-,-,m,i,-,-,-,-,t,S,u,-
pino1237,-,-,-,-,-,-,m,i,-,-,-,-,t,S,u,-
pino1237,-,-,-,-,-,-,m,i,-,-,s,-,t,-,u,-
tutu1243,-,-,-,t,S,u,m,i,-,-,-,-,-,-,-,-
ixta1235,-,-,-,-,-,-,b,i,-,-,l,-,-,-,u,-
chaz1235,-,-,-,-,-,-,S,i,-,-,t,-,-,-,u,-
chaz1235,-,-,-,-,-,-,S,i,-,-,t,-,-,-,u,-
sout3001,-,-,-,t,-,-,S,i,-,-,t,-,-,-,u,-
chig1239,-,-,-,-,-,-,m,i,-,-,t,-,-,-,u,-
caca1250,-,-,-,t,i,t,S,3,-,-,t,-,-,-,3,-
caca1250,-,-,-,t,i,t,S,3,-,-,t,-,-,-,3,-
coat1241,-,-,-,-,-,-,m,i,-,S,t,-,-,-,u,-
cuya1240,-,-,-,-,-,-,w,i,-,-,t,-,-,s,i,-
cuya1240,-,-,-,-,-,-,w,i,-,-,t,-,-,S,i,-
tepe1280,-,-,-,-,-,-,b,i,-,-,t,-,-,S,i,-
chic1273,-,-,-,-,-,-,S,i,-,-,l,u,7,-,u,-
chic1273,-,-,-,-,-,-,S,i,-,-,l,u,7,-,u,-
chic1273,-,-,-,-,-,-,S,i,-,-,l,-,-,-,u,-
chic1273,-,-,-,-,-,-,S,i,-,-,l,-,-,-,u,-
sanm1298,-,-,-,t,-,-,S,i,-,-,l,-,-,-,u,-
sanm1298,-,-,-,t,-,-,S,i,-,-,l,-,-,-,u,-
