language,x1,x2,x3,x4,x5,x6,x7,x8
atat1238,n,u,-,-,-,-,u,-
yoso1239,n,u,-,-,-,-,u,-
sanm1295,n,u,-,-,-,-,u,-
ocot1243,n,u,-,-,-,-,u,-
magd1235,n,u,-,-,-,-,u,-
alco1235,n,u,-,-,-,-,u,-
yolo1241,n,u,-,-,-,-,u,-
alac1244,n,o,-,-,-,-,o,-
alac1244,n,o,-,-,-,-,o,-
ayut1236,n,u,-,-,-,-,u,7
mixt1425,n,u,-,-,-,-,u,-
mixt1425,n,u,-,-,-,-,u,-
mixt1425,n,u,-,-,-,-,u,-
mixt1425,n,u,-,-,-,-,u,-
juxt1235,n,u,-,-,-,-,u,-
sila1250,n,u,-,-,-,-,u,-
sila1250,n,o,-,-,-,-,o,-
sant1436,n,u,-,-,-,-,u,-
chay1249,n,u,-,-,-,-,u,-
jami1235,n,u,-,-,-,-,u,-
sanj1281,n,u,-,-,-,-,u,-
pino1237,n,u,-,-,-,-,u,-
sout3001,n,u,-,-,-,-,u,-
coat1241,n,u,-,-,-,-,u,-
tepe1280,n,-,-,-,-,-,a,-
chic1273,r,i,5,i,a,7,a,-
chic1273,r,i,y,-,-,-,a,-
sanm1298,r,i,-,-,-,-,3,-
copa1237,S,i,-,-,-,-,a,-
