language,x1,x2,x3,x4,x5,x6
magd1235,-,i,-,5,u,-
sant1440,-,i,-,5,u,-
sanm1296,-,i,-,5,u,-
yoso1239,-,i,-,5,u,-
ayut1236,-,i,-,5,u,7
sant1436,-,i,-,5,u,7
alco1235,-,i,-,5,u,-
alco1235,-,i,-,5,u,-
coic1238,-,i,-,5,u,-
yolo1241,-,i,-,5,u,-
sanm1291,-,i,h,5,u,-
juxt1235,-,i,-,5,u,-
sila1250,-,i,-,5,o,-
mixt1425,-,i,-,5,u,-
mixt1425,-,i,-,5,u,-
mixt1425,-,i,-,5,u,-
chay1249,-,i,-,5,u,-
sanj1281,-,i,-,5,u,-
diux1236,-,i,-,5,u,-
sant1437,-,-,-,y,a,-
tepe1280,-,-,-,y,a,-
chic1273,t,a,-,7,a,-
chic1273,t,a,-,h,-,-
sanm1298,t,3,-,h,-,-
sanm1298,n,i,7,y,o,-
copa1237,t,a,-,h,-,-
