language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
magd1235,-,s,u,-,-,-,-,7,-,m,a,-,-,-,-
sant1440,-,s,u,-,-,-,-,7,-,m,a,-,-,-,-
ocot1243,-,s,u,-,-,-,-,7,-,m,a,-,-,-,-
sanp1259,-,s,u,-,-,-,-,7,-,m,a,-,-,-,-
sana1284,-,s,u,-,-,-,-,7,-,m,a,-,-,-,-
yucu1250,-,s,u,-,-,-,-,7,-,m,a,-,-,-,-
sanm1292,-,s,u,-,-,-,-,7,-,m,a,-,-,-,-
sanm1296,-,s,u,-,-,-,-,7,-,m,a,-,-,-,-
yoso1239,-,s,u,-,-,-,-,7,-,m,a,-,-,-,-
sanm1295,-,s,u,-,-,-,-,7,-,m,a,-,-,-,-
atat1238,-,s,u,-,-,-,-,7,-,m,a,-,-,-,-
taca1257,-,s,u,-,-,-,-,7,-,m,a,-,-,-,-
nort2985,n,d,o,-,-,-,-,7,-,-,o,-,-,-,-
itun1239,-,s,u,-,-,-,-,7,-,m,e,-,-,-,-
sant1439,-,s,u,-,-,-,-,7,-,m,a,-,-,-,-
nuyo1238,-,s,u,-,-,-,-,7,-,m,a,-,-,-,-
yucu1249,-,s,u,-,-,-,-,7,-,m,a,-,-,-,-
ayut1236,-,s,u,-,-,-,-,7,-,m,a,-,-,7,-
sant1436,-,s,u,-,-,-,-,7,-,m,a,-,-,7,-
alco1235,n,d,o,-,-,-,-,7,-,-,o,-,-,-,-
alco1235,n,d,o,-,-,-,-,7,-,-,a,-,-,-,-
coic1238,n,d,o,-,-,-,-,7,-,-,o,-,-,-,-
coic1238,n,d,o,-,-,-,-,7,-,-,o,-,-,-,-
yolo1241,-,s,u,-,-,-,-,7,-,m,a,-,-,-,-
alac1244,-,s,i,-,-,-,-,7,-,m,a,-,-,-,-
alac1244,-,s,i,-,-,-,-,7,-,m,a,-,-,-,-
xoch1238,n,d,o,-,-,-,-,7,-,m,a,-,-,-,-
xoch1238,n,d,o,-,-,-,-,7,-,m,a,-,-,-,-
sanm1291,n,d,o,-,-,-,-,7,-,-,o,-,-,-,-
sanm1291,n,d,o,-,-,-,-,7,-,-,o,-,-,-,-
juxt1235,n,d,o,-,-,-,-,7,-,-,o,-,-,-,-
juxt1235,n,d,o,-,-,-,-,7,-,-,o,-,-,-,-
sila1250,n,d,o,-,-,-,-,7,-,-,o,-,-,-,-
sila1250,n,d,o,-,-,-,-,7,-,-,o,-,-,-,-
sila1250,n,d,o,-,-,-,-,7,-,-,o,-,-,-,-
sila1250,n,d,o,-,-,-,-,7,-,-,o,-,-,-,-
sila1250,n,d,o,-,-,-,-,7,-,-,o,-,-,-,-
mixt1425,n,d,o,-,-,-,-,7,-,-,o,-,-,-,-
mixt1425,n,d,o,-,-,-,-,7,-,-,o,-,-,-,-
mixt1425,n,d,o,-,-,-,-,7,-,-,o,-,-,-,-
mixt1425,n,d,o,-,-,-,-,7,-,-,o,-,-,-,-
cuat1239,-,s,i,-,-,-,-,7,-,m,a,-,-,-,-
tutu1243,-,s,u,-,-,-,-,7,-,m,a,-,-,-,-
sant1441,-,s,u,-,-,-,-,7,-,m,a,-,-,-,-
chay1249,-,s,u,-,-,-,-,7,-,m,a,-,-,-,-
chay1249,-,s,u,-,-,-,-,7,-,m,a,-,-,-,-
jami1235,-,s,u,-,-,-,-,7,-,m,a,-,-,-,-
sanj1281,-,h,u,-,-,-,-,7,-,m,a,-,-,-,-
pino1237,-,s,u,-,-,-,-,7,-,m,a,-,-,-,-
pino1237,-,s,u,-,-,-,-,7,-,m,a,-,-,-,-
pino1237,-,s,u,-,-,-,-,7,-,m,a,-,-,-,-
pino1237,-,s,u,-,-,-,-,7,-,m,a,-,-,-,-
ixta1235,-,s,u,-,-,-,-,7,-,m,a,-,-,-,-
tama1339,-,8,u,-,-,-,-,7,-,m,e,-,-,-,-
tama1339,n,d,o,-,-,-,-,7,-,-,o,-,-,-,-
huit1252,-,8,u,-,-,-,-,7,-,m,e,-,-,-,-
sind1277,-,8,u,-,-,-,-,7,-,m,e,-,-,-,-
sanm1294,-,8,u,-,-,-,-,7,-,m,e,-,-,-,-
diux1236,-,8,u,-,-,-,-,7,-,-,a,-,-,-,-
diux1236,-,8,u,-,-,-,-,7,-,-,a,-,-,-,-
sant1445,-,l,u,-,-,-,-,7,-,m,a,-,-,-,-
sant1445,-,l,u,-,-,-,-,7,-,m,a,-,-,-,-
peno1244,-,l,u,-,-,-,-,7,-,m,e,-,-,-,-
peno1244,-,l,u,-,-,-,-,7,-,m,e,-,-,-,-
sant1446,-,8,u,-,-,-,-,7,-,m,a,-,-,-,-
tida1235,-,8,u,-,-,-,-,7,-,m,e,-,-,-,-
sanj1282,-,8,u,-,-,-,-,7,-,m,a,-,-,-,-
soya1236,-,8,u,-,-,-,-,7,-,m,a,-,-,-,-
apas1235,-,8,u,-,-,-,-,7,-,m,a,-,-,-,-
apas1235,-,8,u,-,-,-,-,7,-,m,a,-,-,-,-
caca1250,n,d,o,-,-,-,-,7,-,-,o,-,-,-,-
yucu1251,n,d,o,-,-,-,-,7,-,-,o,-,-,-,-
chaz1235,n,d,o,-,-,-,-,7,-,-,o,-,-,-,-
chaz1235,n,d,o,-,-,-,-,7,-,-,o,-,-,-,-
sout3001,n,d,o,-,-,-,-,7,-,-,o,-,-,-,-
sout3001,n,d,o,-,-,-,-,7,-,-,o,-,-,-,-
chig1239,-,8,u,-,-,-,-,7,-,m,a,-,-,-,-
coat1241,-,8,u,-,-,-,-,7,-,m,e,-,-,-,-
cuya1240,-,8,u,-,-,-,-,7,-,m,e,-,-,-,-
cuya1240,-,8,u,-,-,-,-,7,-,m,e,-,-,-,-
yoso1238,n,d,o,-,-,-,-,7,-,-,o,-,-,-,-
sant1437,n,d,u,k,u,8,e,7,-,-,e,-,-,-,-
sant1437,n,d,u,k,u,8,e,7,-,-,e,-,-,-,-
tepe1280,n,d,u,-,-,-,-,k,u,d,a,i,i,t,i
tepe1280,n,d,u,-,-,-,-,k,u,d,a,i,i,t,i
tepe1280,n,d,u,-,-,-,-,k,u,d,a,i,i,t,i
chic1273,-,t,u,-,-,n,e,7,-,-,a,-,-,-,-
chic1273,-,d,u,-,-,n,e,7,-,-,-,-,-,-,-
chic1273,-,d,u,-,-,n,e,7,-,-,e,S,u,h,-
chic1273,-,d,u,-,-,n,e,7,-,-,e,S,u,h,-
sanm1298,-,t,u,-,-,n,e,7,-,-,-,-,-,-,-
copa1237,-,t,u,-,-,n,e,7,-,-,-,-,-,-,-
