language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
atat1238,-,k,u,-,-,-,7,-,u,-,-
yoso1239,-,k,u,-,-,-,7,-,u,-,-
sanm1295,-,k,u,-,-,-,7,-,u,-,-
ocot1243,-,k,u,-,-,-,7,-,u,-,-
magd1235,-,k,u,-,-,-,7,-,u,-,-
alco1235,-,k,u,-,-,-,7,b,i,-,-
yolo1241,-,k,u,-,-,-,7,b,i,-,-
alac1244,-,k,i,-,-,-,7,b,i,-,-
ayut1236,-,k,u,-,-,-,7,w,a,-,-
mixt1425,-,k,u,-,-,-,7,-,u,-,-
mixt1425,-,k,u,-,-,-,7,-,u,-,-
juxt1235,-,k,i,-,-,-,7,b,i,-,-
sila1250,-,k,i,-,-,-,7,b,i,-,-
chay1249,-,k,u,-,-,-,7,-,u,-,-
jami1235,-,k,u,-,-,-,7,-,u,-,-
sanj1281,-,k,u,-,-,-,7,b,i,-,-
sout3001,-,k,u,-,-,-,7,-,u,-,-
caca1250,-,k,u,-,-,-,7,-,u,-,-
coat1241,-,t,a,-,-,-,7,-,a,-,-
chic1273,-,S,u,-,w,e,7,-,a,-,-
chic1273,-,Z,u,-,-,-,w,-,i,-,h
sanm1298,t,S,u,k,w,i,7,-,i,-,-
copa1237,-,S,u,-,-,-,7,-,w,i,h
