language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
magd1235,-,-,-,-,-,t,-,i,-,t,S,i,-
sant1440,-,-,-,-,-,t,-,i,-,t,S,i,-
ocot1243,-,-,-,-,-,t,-,i,-,t,S,i,-
sanm1296,-,-,-,-,-,t,-,3,-,t,S,3,-
atat1238,-,-,-,-,-,t,-,i,-,t,S,i,-
ayut1236,-,-,-,-,-,t,-,i,-,t,S,i,7
alco1235,-,-,-,-,-,t,-,i,-,t,S,i,-
coic1238,-,-,-,-,-,t,-,i,-,t,S,i,-
yolo1241,-,-,-,-,-,t,-,i,-,t,S,i,-
alac1244,-,-,-,-,-,t,-,i,-,t,S,i,-
xoch1238,-,-,-,-,-,t,-,i,-,t,S,i,-
sanm1291,-,-,-,-,-,t,S,i,h,t,S,i,-
juxt1235,-,-,-,-,-,t,S,i,-,t,S,i,-
sila1250,-,-,-,-,-,t,-,i,-,t,S,i,-
sila1250,-,-,-,-,-,t,-,i,-,t,S,i,-
mixt1425,-,-,-,-,-,t,-,i,-,t,S,i,-
mixt1425,-,-,-,-,-,t,-,i,-,t,S,i,-
mixt1425,-,-,-,-,-,t,-,i,-,t,S,i,-
chay1249,-,-,-,-,-,t,y,i,-,t,y,i,-
jami1235,-,-,-,-,-,t,-,i,-,t,y,i,-
sanj1281,-,-,-,-,-,n,y,u,-,k,-,u,-
diux1236,-,-,-,-,-,t,-,3,-,t,S,3,-
coat1241,-,-,-,-,-,t,-,3,-,t,s,i,-
sant1437,n,u,n,g,u,7,-,i,-,-,8,i,-
sant1437,n,u,n,g,u,7,-,i,-,-,8,i,-
chic1273,-,-,-,-,-,r,-,u,-,n,-,e,-
sanm1298,-,-,-,-,-,r,-,u,-,n,-,e,-
