language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
magd1235,-,-,S,i,-,t,-,n,-,i,-
sant1440,-,-,S,i,-,t,-,n,-,i,-
ocot1243,-,-,S,i,-,t,-,-,-,i,-
sanp1259,-,-,s,-,-,t,-,n,i,i,-
sana1284,-,-,s,-,-,t,-,n,i,i,-
yucu1250,-,-,S,i,-,t,-,n,-,i,-
sanm1292,-,-,S,i,-,t,-,n,-,i,-
sanm1296,-,-,k,u,-,t,-,-,-,u,-
yoso1239,Z,u,S,i,n,n,-,-,-,i,-
yoso1239,Z,u,S,i,n,n,-,-,-,i,-
yoso1239,-,-,S,i,-,n,-,-,-,i,-
sanm1295,-,-,k,u,-,t,-,-,-,u,-
atat1238,-,-,S,i,-,n,-,-,-,i,-
taca1257,-,-,S,i,-,t,-,n,-,i,-
nort2985,-,-,s,-,-,t,-,n,i,i,-
itun1239,-,-,-,i,s,t,-,-,-,i,-
sant1439,-,-,-,i,s,t,-,n,-,i,-
nuyo1238,-,-,S,i,-,t,-,-,-,i,-
yucu1249,-,-,S,i,-,t,-,-,-,i,-
ayut1236,-,-,S,i,-,t,-,-,-,i,7
sant1436,-,-,S,i,-,t,-,-,-,i,7
alco1235,-,-,S,i,-,t,-,-,-,i,-
alco1235,-,i,S,-,-,t,-,-,-,i,-
coic1238,-,-,S,i,-,t,-,-,-,i,-
coic1238,-,-,S,i,-,t,-,-,-,i,-
yolo1241,-,-,-,i,s,t,-,-,-,i,-
alac1244,-,-,s,i,-,t,-,-,-,i,-
alac1244,-,-,S,i,-,t,-,n,-,i,-
xoch1238,-,-,S,i,-,t,-,-,-,i,-
sanm1291,-,-,S,i,h,t,-,s,-,i,-
sanm1291,-,-,S,i,-,t,-,s,-,i,-
juxt1235,-,-,S,i,-,t,-,-,-,i,-
juxt1235,-,-,S,i,-,t,-,S,-,i,-
sila1250,-,-,S,i,-,t,-,-,-,i,-
sila1250,-,-,8,i,-,t,-,-,-,i,-
sila1250,-,-,S,i,-,t,-,-,-,i,-
sila1250,-,-,h,i,-,t,-,-,-,i,-
sila1250,-,-,S,i,-,t,-,-,-,i,-
mixt1425,-,-,S,i,-,t,-,S,-,i,-
mixt1425,-,-,S,i,-,t,-,S,-,i,-
mixt1425,-,-,S,i,-,t,-,y,-,i,-
mixt1425,-,-,S,i,-,t,-,S,-,i,-
cuat1239,-,-,S,i,-,t,-,-,-,i,-
tutu1243,-,-,S,i,-,t,-,y,-,i,-
sant1441,-,-,s,i,-,t,-,S,-,i,-
chay1249,-,-,S,i,-,t,-,y,-,i,-
chay1249,-,-,S,i,-,t,-,y,-,i,-
jami1235,-,-,S,i,-,t,-,y,-,i,-
sanj1281,-,-,-,i,x,t,-,y,-,i,-
pino1237,-,-,S,i,-,t,-,-,-,i,-
pino1237,-,-,S,i,-,t,-,y,-,i,-
pino1237,-,-,S,i,-,t,-,-,-,i,-
pino1237,-,-,S,i,-,t,-,-,-,i,-
ixta1235,-,-,S,i,-,t,-,y,-,i,-
tama1339,-,-,8,i,-,n,-,n,-,i,-
tama1339,t,-,S,i,-,-,-,t,-,i,-
huit1252,-,-,8,i,-,-,-,n,-,i,-
sind1277,-,-,8,i,-,-,-,n,-,i,-
sanm1294,-,-,8,i,-,-,-,n,-,i,-
diux1236,-,-,8,i,-,t,-,n,-,i,-
diux1236,-,-,8,i,-,7,-,n,-,i,-
sant1445,-,-,8,i,-,n,-,n,-,i,-
peno1244,-,-,8,i,-,t,-,n,-,i,-
sant1446,-,-,8,i,-,t,-,n,-,i,-
tida1235,-,-,8,i,-,t,-,n,-,i,-
sanj1282,-,-,8,i,-,n,-,n,-,i,-
soya1236,-,-,8,i,-,t,-,n,-,i,-
caca1250,-,-,8,i,-,t,-,S,-,i,-
yucu1251,-,-,h,i,-,t,-,-,-,i,-
chaz1235,-,-,8,i,-,t,-,S,-,i,-
chaz1235,-,-,8,i,-,t,-,S,-,i,-
sout3001,-,-,8,i,-,t,-,n,-,i,-
sout3001,-,-,8,i,-,t,-,n,-,i,-
chig1239,-,-,8,i,-,t,-,n,-,i,-
coat1241,-,-,8,i,-,t,-,s,-,i,-
cuya1240,-,-,8,i,-,t,-,S,-,i,-
cuya1240,-,-,8,i,-,t,-,s,-,i,-
sant1437,-,-,8,u,-,t,-,-,-,u,-
tepe1280,-,-,8,u,-,t,-,-,-,a,-
chic1273,-,-,-,-,-,t,a,k,-,e,-
chic1273,-,-,-,-,-,d,a,k,-,3,-
sanm1298,-,-,-,-,-,t,a,k,-,i,h
copa1237,-,-,-,-,-,t,a,k,-,u,-
