language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
magd1235,-,-,t,-,i,-,i,-,5,-,u,-,-,-
magd1235,-,-,t,-,i,-,i,-,5,-,u,-,-,-
sant1440,-,-,t,-,i,-,i,-,5,-,u,-,-,-
sant1440,-,-,t,-,i,-,i,-,5,-,u,-,-,-
ocot1243,-,-,t,-,-,-,i,-,5,-,u,-,-,-
ocot1243,-,-,t,-,-,-,i,-,5,-,u,-,-,-
sanp1259,-,-,t,-,i,7,i,-,5,-,u,-,-,-
sanp1259,-,-,t,-,i,7,i,-,5,-,u,-,-,-
sana1284,-,-,t,-,i,7,i,-,5,-,u,-,-,-
sana1284,-,-,t,-,i,7,i,-,5,-,u,-,-,-
yucu1250,-,-,t,-,i,-,i,-,5,-,u,-,-,-
yucu1250,-,-,t,-,i,-,i,-,5,-,u,-,-,-
sanm1292,-,-,t,-,i,7,i,-,5,-,u,-,-,-
sanm1292,-,-,t,-,i,7,i,-,5,-,u,-,-,-
sanm1296,-,-,t,-,3,7,i,-,5,-,u,-,-,-
sanm1296,-,-,t,-,3,7,i,-,5,-,u,-,-,-
yoso1239,-,-,t,-,i,-,i,-,5,-,u,-,-,-
yoso1239,-,-,t,-,i,-,i,-,5,-,u,-,-,-
sanm1295,-,-,t,-,i,7,3,-,5,-,u,-,-,-
sanm1295,-,-,t,-,i,7,3,-,5,-,u,-,-,-
atat1238,-,-,t,-,-,-,i,-,5,-,u,-,-,-
atat1238,-,-,t,-,-,-,i,-,5,-,u,-,-,-
taca1257,-,-,t,-,-,S,i,-,5,-,u,-,-,-
taca1257,-,-,t,-,-,S,i,-,5,-,u,-,-,-
nort2985,-,-,t,-,i,-,i,-,5,-,u,-,-,-
nort2985,-,-,t,-,i,-,i,-,5,-,u,-,-,-
itun1239,-,-,t,-,-,-,i,-,5,-,u,-,-,-
itun1239,-,-,t,-,-,-,i,-,5,-,u,-,-,-
sant1439,-,-,t,-,-,-,i,-,5,-,u,-,-,-
sant1439,-,-,t,-,-,-,i,-,5,-,u,-,-,-
nuyo1238,-,-,t,-,-,-,-,-,y,u,u,-,-,-
