language,x1,x2,x3,x4,x5
magd1235,Z,i,7,-,i
ocot1243,Z,i,7,-,i
sanm1296,Z,i,7,-,i
ayut1236,-,i,7,-,i
sant1436,-,i,7,-,i
alco1235,-,i,7,-,i
alco1235,-,i,7,-,i
coic1238,-,i,7,-,i
yolo1241,-,i,7,-,i
alac1244,y,i,7,-,i
sanm1291,-,i,7,-,i
juxt1235,Z,i,7,-,i
sila1250,y,i,-,-,i
mixt1425,-,i,7,-,i
mixt1425,-,i,7,-,i
chay1249,y,3,7,-,3
sanj1281,y,3,7,-,3
chic1273,-,-,7,w,i
sanm1298,-,-,7,b,i
