language,x1,x2,x3,x4,x5,x6,x7,x8
sant1440,-,-,t,n,u,-,u,-
ocot1243,-,-,t,-,u,-,u,-
sanp1259,-,-,t,-,u,-,u,-
sanm1296,-,-,t,-,u,-,u,-
yoso1239,-,-,n,-,u,-,u,-
sanm1295,-,-,t,-,u,-,u,-
atat1238,-,-,n,-,u,-,u,-
ayut1236,-,-,t,-,u,-,u,7
alco1235,n,-,d,-,a,-,a,-
alco1235,-,-,t,-,u,-,u,-
coic1238,n,-,d,y,a,-,a,-
yolo1241,n,-,d,-,a,-,a,-
alac1244,-,-,t,-,o,-,o,-
alac1244,-,-,t,n,o,-,o,-
xoch1238,n,-,d,-,a,-,a,-
sila1250,-,-,t,-,u,-,u,-
mixt1425,n,-,t,S,e,7,i,-
mixt1425,n,-,t,S,a,7,i,-
mixt1425,n,-,t,S,a,7,i,-
chay1249,-,-,t,-,o,-,o,-
sanj1281,-,-,t,-,u,-,u,-
pino1237,-,-,t,-,u,-,u,-
diux1236,-,-,t,n,u,-,u,-
sant1445,-,-,t,-,u,-,u,-
yoso1238,n,-,d,-,e,7,i,-
sant1437,-,-,k,-,w,-,e,-
tepe1280,-,-,k,-,w,-,e,-
chic1273,m,a,r,-,-,-,u,-
chic1273,m,a,r,-,-,-,u,-
sanm1298,m,a,r,-,-,-,u,-
sanm1298,m,a,r,-,-,-,u,-
copa1237,m,a,S,-,-,-,u,-
copa1237,m,a,S,-,-,-,u,-
