language,x1,x2,x3,x4,x5,x6,x7
atat1238,-,-,Z,a,7,a,-
yoso1239,-,-,y,a,7,a,-
sanm1295,-,-,Z,a,7,a,-
ocot1243,-,-,Z,a,7,a,-
magd1235,-,-,Z,a,7,a,-
alco1235,-,-,y,a,7,a,-
alco1235,-,-,y,a,7,a,-
yolo1241,-,-,y,a,7,a,-
alac1244,-,-,y,a,7,a,-
alac1244,-,-,y,a,7,a,-
ayut1236,-,-,y,a,7,a,7
mixt1425,-,-,y,a,7,a,-
mixt1425,-,-,y,a,7,a,-
mixt1425,-,-,y,a,7,a,-
mixt1425,-,-,Z,a,7,a,-
juxt1235,-,-,Z,a,7,a,-
sila1250,-,-,y,a,7,a,-
sila1250,-,-,Z,a,7,a,-
sant1436,-,-,y,a,7,a,7
chay1249,-,-,y,a,7,a,-
jami1235,-,-,y,a,7,a,-
sanj1281,-,-,y,a,7,a,-
coat1241,-,-,S,a,7,a,-
chic1273,k,o,y,a,7,a,-
chic1273,-,-,y,a,7,a,h
sanm1298,-,-,y,a,7,a,h
copa1237,-,-,y,a,7,a,h
