language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
magd1235,n,-,d,-,i,-,k,-,a,-
ocot1243,n,-,d,-,i,-,k,-,a,-
sanm1296,n,-,d,-,i,-,k,-,a,-
yoso1239,n,-,d,-,i,-,k,-,a,-
atat1238,n,-,d,-,i,-,k,-,a,-
ayut1236,-,-,t,S,i,-,t,y,a,-
sant1436,n,-,d,-,i,-,k,-,a,-
alco1235,n,-,d,-,i,-,k,-,a,-
coic1238,n,-,d,-,i,-,k,-,a,-
yolo1241,-,-,t,S,i,-,t,-,a,-
alac1244,-,-,t,S,i,-,t,-,a,-
xoch1238,-,-,t,S,i,-,t,-,a,-
sanm1291,n,-,t,s,i,h,k,-,a,-
juxt1235,n,-,d,Z,i,-,k,-,a,-
sila1250,n,-,d,-,i,-,k,-,a,-
sila1250,n,-,d,-,i,-,k,-,a,-
mixt1425,n,-,t,S,i,-,k,-,a,-
mixt1425,n,-,t,S,i,-,k,-,a,-
mixt1425,n,-,t,S,i,-,k,-,a,-
chay1249,-,-,t,y,i,-,t,y,a,-
jami1235,n,-,d,y,i,-,t,y,a,-
sanj1281,-,-,t,y,i,-,t,y,a,-
diux1236,-,-,k,w,i,-,7,-,i,-
coat1241,n,-,d,-,i,-,k,-,a,-
sant1437,-,-,t,y,a,-,k,-,a,-
tepe1280,-,-,t,y,a,-,k,-,a,-
chic1273,n,a,t,-,-,-,-,-,o,-
chic1273,n,a,t,-,-,-,-,-,o,-
sanm1298,n,a,t,-,-,-,-,-,o,-
copa1237,n,a,t,-,-,-,-,-,o,7
