language,x1,x2,x3,x4,x5,x6,x7
yucu1250,-,k,-,a,-,a,-
nort2985,-,t,n,u,n,i,-
tida1235,-,t,n,u,n,i,-
tama1339,n,n,-,u,n,i,-
peno1244,-,t,n,u,n,i,-
atat1238,n,n,-,u,n,i,-
yoso1239,n,n,-,u,n,i,-
sanm1295,-,t,-,u,n,i,-
ocot1243,-,t,-,u,n,i,-
magd1235,-,k,-,a,-,a,-
taca1257,-,k,-,a,-,a,-
itun1239,-,t,-,u,n,i,-
sant1439,-,t,n,u,n,i,-
alco1235,-,k,-,a,-,a,-
alco1235,-,t,-,u,n,i,-
yolo1241,-,t,-,u,n,i,-
alac1244,-,k,-,a,-,a,-
mixt1425,-,t,-,u,n,i,-
mixt1425,-,k,-,a,-,a,-
mixt1425,-,k,-,a,-,a,-
juxt1235,-,t,-,u,n,i,-
juxt1235,-,k,-,a,-,a,-
juxt1235,-,t,-,u,n,i,-
sila1250,-,k,-,a,7,a,-
sila1250,-,t,-,u,n,i,-
sila1250,-,t,-,o,n,i,-
sila1250,-,t,-,u,n,i,-
sant1436,-,t,-,u,n,i,-
chay1249,-,t,-,u,5,i,-
chay1249,-,t,-,u,5,i,-
jami1235,-,t,-,u,5,i,-
sanj1281,-,t,-,u,5,i,-
pino1237,-,t,-,u,n,i,-
pino1237,-,t,-,u,5,i,-
pino1237,-,t,-,u,n,i,-
pino1237,-,t,-,u,n,i,-
tutu1243,-,t,-,u,5,i,-
ixta1235,-,t,-,u,5,i,-
chaz1235,-,t,-,u,n,i,-
chaz1235,-,t,-,u,n,i,-
sout3001,-,t,n,u,n,i,-
chig1239,-,t,n,u,n,i,-
sanm1298,-,k,-,a,g,a,7
