language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
magd1235,-,-,-,-,s,-,u,-,t,-,u,-
sant1440,-,-,-,-,s,-,u,-,t,-,u,-
ocot1243,-,-,-,-,s,-,u,-,t,-,u,-
sanp1259,-,-,-,-,s,-,u,-,t,-,u,-
sana1284,-,-,-,-,s,-,u,-,t,-,u,-
yucu1250,-,-,-,-,s,-,u,-,t,-,u,-
sanm1292,-,-,-,-,s,-,u,-,t,-,u,-
sanm1296,-,-,-,-,s,-,u,-,t,-,u,-
yoso1239,-,-,-,-,s,-,u,-,t,-,u,-
sanm1295,-,-,-,-,s,-,u,-,t,-,u,-
atat1238,-,-,-,-,s,-,u,-,t,-,u,-
taca1257,-,-,-,-,s,-,u,-,t,-,u,-
nort2985,-,-,-,-,s,-,u,-,t,-,u,-
itun1239,-,-,-,-,s,-,u,-,t,-,u,-
sant1439,-,-,-,-,s,-,u,-,t,-,u,-
nuyo1238,-,-,-,-,s,-,u,-,t,-,u,-
yucu1249,-,-,-,-,s,-,u,-,t,-,u,-
ayut1236,-,-,-,-,s,-,u,-,t,-,u,-
sant1436,-,-,-,-,s,-,u,-,t,-,u,-
alco1235,-,-,-,-,s,-,u,-,t,-,u,-
alco1235,-,-,-,-,s,-,u,-,t,-,u,-
coic1238,-,-,-,-,s,-,u,-,t,-,u,-
coic1238,-,-,-,-,s,-,u,-,t,-,u,-
yolo1241,-,-,-,-,s,-,u,-,t,-,u,-
alac1244,-,-,-,-,s,-,u,-,t,-,u,-
alac1244,-,-,-,-,s,-,u,-,t,-,u,-
xoch1238,-,-,-,-,s,-,u,-,t,-,u,-
sanm1291,-,-,-,-,s,-,u,h,t,-,u,-
sanm1291,-,-,-,-,s,-,u,-,t,-,u,-
juxt1235,-,-,-,-,s,-,u,-,t,-,u,-
juxt1235,-,-,-,-,s,-,i,-,t,-,i,-
sila1250,-,-,-,-,x,-,u,-,t,-,u,-
sila1250,-,-,-,-,8,-,3,-,t,-,3,-
sila1250,-,-,-,-,h,-,u,-,t,-,u,-
sila1250,-,-,-,-,h,-,3,-,t,-,3,-
sila1250,-,-,-,-,h,-,u,-,t,-,i,-
mixt1425,-,-,-,-,s,-,u,-,t,-,u,-
mixt1425,-,-,-,-,s,-,u,-,t,-,u,-
mixt1425,-,-,-,-,s,-,u,-,t,-,u,-
mixt1425,-,-,-,-,s,-,u,-,t,-,u,-
cuat1239,-,-,-,-,s,-,u,-,t,-,u,-
tutu1243,-,-,-,-,s,-,u,-,t,-,u,-
sant1441,-,-,-,-,s,-,u,-,t,-,u,-
chay1249,-,-,-,-,s,-,u,-,t,-,u,-
jami1235,-,-,-,-,s,-,u,-,t,-,u,-
pino1237,-,-,-,-,s,-,u,-,t,-,u,-
pino1237,-,-,-,-,s,-,u,-,t,-,u,-
pino1237,-,-,-,-,s,-,u,-,t,-,u,-
pino1237,-,-,-,-,s,-,u,-,t,-,u,-
ixta1235,-,-,-,-,s,-,u,-,t,-,u,-
tama1339,-,-,-,-,8,-,u,-,t,-,u,-
huit1252,-,-,-,-,8,-,u,-,t,-,u,-
sind1277,-,-,-,-,8,-,u,-,t,-,u,-
sanm1294,-,-,-,-,8,-,u,-,t,-,u,-
diux1236,-,-,-,-,8,-,u,-,t,-,u,-
diux1236,-,-,-,-,8,-,u,-,t,-,u,-
sant1445,-,-,-,-,8,-,u,-,t,-,u,-
peno1244,-,-,-,-,8,-,u,-,t,-,u,-
sant1446,-,-,-,-,8,-,u,-,t,-,u,-
tida1235,-,-,-,-,8,-,u,-,t,-,u,-
sanj1282,-,-,-,-,8,-,u,-,t,-,u,-
soya1236,-,-,-,-,8,-,u,-,t,-,u,-
apas1235,-,-,-,-,8,-,u,-,t,-,u,-
apas1235,-,-,-,-,8,-,u,-,t,-,u,-
caca1250,-,-,-,-,8,-,3,-,t,-,3,-
yucu1251,-,-,-,-,h,-,u,-,t,-,i,-
chaz1235,-,-,-,-,8,-,u,-,t,-,u,-
chaz1235,-,-,-,-,8,-,u,-,t,-,u,-
sout3001,-,-,-,-,8,-,u,-,t,-,u,-
chig1239,-,-,-,-,8,-,u,-,t,-,u,-
coat1241,-,-,-,-,8,-,u,-,t,-,u,-
cuya1240,-,-,-,-,8,-,u,-,t,-,u,-
cuya1240,-,-,-,-,8,-,u,-,t,-,u,-
yoso1238,-,-,-,-,s,-,u,-,t,-,u,-
chic1273,-,-,-,-,-,-,-,-,-,r,e,h
chic1273,-,-,-,-,S,-,i,7,d,r,e,h
chic1273,-,-,-,-,S,-,i,7,d,r,e,h
sanm1298,t,S,e,h,s,n,o,-,7,-,o,-
sanm1298,t,S,e,h,s,n,o,-,7,-,o,-
