language,x1,x2,x3,x4,x5,x6,x7,x8
ocot1243,t,i,k,a,Z,i,-,-
ocot1243,t,i,k,a,Z,i,-,-
magd1235,t,i,k,a,Z,i,-,-
magd1235,t,i,k,a,Z,i,-,-
alco1235,t,u,-,-,-,u,-,-
yolo1241,t,u,-,-,-,u,-,-
mixt1425,t,u,-,-,-,u,-,-
mixt1425,t,u,-,-,-,u,-,-
juxt1235,t,u,-,-,-,u,-,-
sila1250,t,o,7,-,-,o,-,-
sant1436,t,u,-,-,-,u,-,-
jami1235,t,o,-,-,-,o,-,-
coat1241,t,u,-,-,-,u,-,-
tepe1280,-,i,-,-,y,u,-,-
chic1273,r,u,-,-,w,i,7,a
chic1273,r,u,7,-,w,i,7,-
chic1273,y,o,-,-,-,-,7,o
sanm1298,y,o,-,-,-,-,7,o
sanm1298,r,u,7,-,b,i,7,-
copa1237,S,u,7,-,w,i,7,-
